id,model,year,transmission,mileage,fueltype,mpg,enginesize
6521, Q2,2019,Manual,100,Diesel,49.6,1.6
6522, Q7,2017,Automatic,27000,Diesel,47.9,3
6523, Q3,2019,Automatic,1000,Petrol,31.4,2
6524, A3,2019,Manual,6128,Diesel,55.4,2
6525, A3,2019,Automatic,4100,Diesel,52.3,1.6
6526, Q2,2019,Manual,7052,Petrol,42.8,1.5
6527, A5,2019,Semi-Auto,1626,Diesel,51.4,2
6528, Q3,2017,Manual,28368,Diesel,56.5,2
6529, Q3,2017,Semi-Auto,10255,Petrol,40.4,2
6530, TT,2016,Semi-Auto,38812,Petrol,43.5,2
6531, Q3,2019,Manual,8445,Diesel,42.8,2
6532, A3,2019,Automatic,5310,Petrol,43.5,1.5
6533, A1,2020,Semi-Auto,3311,Petrol,44.8,1.5
6534, A1,2020,Manual,2004,Petrol,48.7,1
6535, A3,2016,Manual,21577,Diesel,68.9,1.6
6536, A6,2018,Manual,15957,Diesel,65.7,2
6537, Q7,2017,Automatic,36537,Diesel,39.2,4
6538, A3,2019,Semi-Auto,3140,Diesel,51.4,2
6539, A3,2019,Semi-Auto,3188,Petrol,42.2,1.5
6540, A3,2017,Manual,7251,Petrol,60.1,1.4
6541, A4,2019,Semi-Auto,6129,Diesel,44.8,2
6542, A4,2017,Manual,11966,Petrol,51.4,1.4
6543, A4,2015,Manual,34343,Diesel,67.3,2
6544, A3,2017,Manual,52286,Petrol,56.5,1.5
6545, TT,2017,Manual,33249,Petrol,38.7,2
6546, A5,2018,Semi-Auto,26693,Petrol,50.4,2
6547, A3,2017,Manual,41293,Diesel,65.7,2
6548, A5,2019,Automatic,2500,Petrol,37.7,2
6549, Q2,2020,Manual,1500,Petrol,45.6,1
6550, Q3,2019,Manual,7419,Diesel,40.9,2
6551, Q2,2019,Manual,1366,Petrol,43.5,1.5
6552, A3,2019,Semi-Auto,4576,Petrol,43.5,1.5
6553, Q2,2019,Semi-Auto,7481,Diesel,46.3,2
6554, A5,2016,Manual,17230,Diesel,54.3,2
6555, A1,2018,Semi-Auto,14682,Petrol,56.5,1.4
6556, A3,2016,Manual,45258,Petrol,60.1,1.4
6557, A4,2017,Manual,25974,Petrol,51.4,1.4
6558, A6,2018,Semi-Auto,22929,Diesel,61.4,2
6559, A5,2018,Semi-Auto,28041,Petrol,50.4,2
6560, A4,2017,Manual,37424,Diesel,68.9,2
6561, A6,2017,Semi-Auto,41672,Diesel,64.2,2
6562, A4,2018,Manual,25208,Petrol,48.7,1.4
6563, A3,2017,Manual,23581,Petrol,50.4,2
6564, A4,2017,Manual,28692,Petrol,50.4,2
6565, A5,2018,Manual,27601,Petrol,48.7,2
6566, A4,2018,Semi-Auto,27953,Diesel,57.6,2
6567, A5,2018,Semi-Auto,34733,Petrol,50.4,2
6568, TT,2017,Semi-Auto,24247,Petrol,44.8,2
6569, A3,2017,Automatic,14883,Petrol,43.5,2
6570, A4,2017,Semi-Auto,75882,Diesel,53.3,3
6571, A5,2017,Semi-Auto,21253,Petrol,55.4,2
6572, Q3,2018,Semi-Auto,15892,Petrol,40.4,2
6573, A5,2017,Manual,34251,Diesel,64.2,2
6574, TT,2017,Semi-Auto,29163,Petrol,43.5,2
6575, A5,2019,Automatic,2500,Petrol,40.4,2
6576, A6,2019,Automatic,5950,Diesel,50.4,2
6577, Q3,2017,Semi-Auto,17266,Petrol,47.9,1.4
6578, Q5,2019,Semi-Auto,6255,Petrol,32.1,2
6579, A1,2019,Automatic,500,Petrol,44.1,1
6580, A5,2019,Automatic,2500,Petrol,38.7,2
6581, A1,2020,Semi-Auto,3000,Petrol,44.8,1
6582, TT,2019,Semi-Auto,5500,Petrol,34,2
6583, A3,2019,Semi-Auto,1348,Petrol,42.2,1.5
6584, A6,2020,Semi-Auto,2500,Diesel,50.4,2
6585, A4,2018,Automatic,11775,Petrol,37.7,3
6586, A5,2017,Semi-Auto,34425,Diesel,70.6,2
6587, A4,2017,Manual,24285,Petrol,52.3,1.4
6588, A3,2017,Semi-Auto,24994,Petrol,57.6,1.4
6589, A4,2017,Manual,22164,Diesel,68.9,2
6590, A4,2018,Manual,17269,Petrol,51.4,1.4
6591, A5,2016,Manual,35359,Diesel,53.3,2
6592, A4,2017,Automatic,11754,Petrol,51.4,1.4
6593, A3,2016,Manual,40264,Petrol,52.3,1.4
6594, A1,2017,Manual,9500,Petrol,55.4,1.4
6595, A3,2019,Semi-Auto,8852,Petrol,42.2,1.5
6596, A3,2017,Manual,27073,Petrol,60.1,1.4
6597, TT,2017,Semi-Auto,25144,Petrol,42.8,2
6598, A4,2017,Semi-Auto,54653,Diesel,56.5,2
6599, A6,2018,Semi-Auto,38625,Diesel,54.3,3
6600, A3,2017,Manual,36792,Petrol,61.4,1.4
6601, A4,2017,Manual,28630,Diesel,68.9,2
6602, A6,2017,Semi-Auto,34907,Diesel,43.5,3
6603, A6,2017,Manual,39234,Diesel,65.7,2
6604, A5,2020,Semi-Auto,3000,Petrol,39.8,2
6605, A3,2019,Semi-Auto,12927,Petrol,42.2,1.5
6606, Q3,2019,Semi-Auto,15039,Petrol,31.7,2
6607, Q8,2019,Automatic,7000,Diesel,33.6,3
6608, A5,2019,Automatic,2500,Petrol,37.7,2
6609, A6,2019,Automatic,3000,Diesel,47.9,2
6610, Q2,2019,Manual,1000,Diesel,49.6,1.6
6611, A5,2017,Semi-Auto,24140,Diesel,61.4,2
6612, A5,2017,Semi-Auto,41748,Diesel,65.7,2
6613, A6,2017,Semi-Auto,36627,Diesel,64.2,2
6614, A6,2018,Semi-Auto,31945,Diesel,54.3,2
6615, A4,2017,Semi-Auto,26048,Diesel,72.4,2
6616, A7,2017,Semi-Auto,34132,Diesel,62.8,3
6617, A3,2017,Manual,31585,Petrol,60.1,1
6618, Q7,2017,Semi-Auto,47380,Diesel,47.9,3
6619, A3,2016,Manual,29954,Petrol,60.1,1
6620, A3,2017,Manual,38555,Diesel,70.6,1.6
6621, A5,2014,Semi-Auto,52140,Diesel,56.5,2
6622, Q3,2013,Semi-Auto,46022,Diesel,47.9,2
6623, TT,2016,Manual,33833,Diesel,62.8,2
6624, A3,2017,Semi-Auto,16048,Petrol,43.5,2
6625, A4,2016,Manual,33833,Diesel,64.2,2
6626, Q3,2017,Semi-Auto,21212,Petrol,40.4,2
6627, A5,2017,Semi-Auto,45029,Diesel,65.7,2
6628, Q3,2016,Semi-Auto,27969,Diesel,50.4,2
6629, Q3,2016,Manual,39551,Diesel,52.3,2
6630, A4,2018,Semi-Auto,46415,Petrol,51.4,1.4
6631, A1,2017,Manual,29372,Petrol,67.3,1
6632, A5,2018,Manual,24111,Diesel,67.3,2
6633, A4,2017,Semi-Auto,36044,Diesel,64.2,3
6634, A4,2017,Manual,11368,Petrol,51.4,1.4
6635, A3,2016,Manual,61191,Diesel,68.9,1.6
6636, A3,2017,Manual,8014,Petrol,56.5,1.4
6637, A3,2017,Semi-Auto,53222,Diesel,61.4,2
6638, A4,2018,Manual,16217,Petrol,51.4,1.4
6639, Q3,2017,Semi-Auto,28619,Diesel,53.3,2
6640, Q3,2015,Automatic,13862,Diesel,53.3,2
6641, Q3,2016,Manual,38541,Petrol,49.6,1.4
6642, A3,2018,Manual,10697,Petrol,54.3,1.5
6643, A4,2017,Manual,26970,Petrol,52.3,1.4
6644, A3,2017,Semi-Auto,26598,Petrol,58.9,1.4
6645, A6,2018,Semi-Auto,25126,Diesel,61.4,2
6646, A5,2017,Manual,24817,Petrol,50.4,2
6647, A3,2017,Semi-Auto,49524,Petrol,56.5,1.4
6648, A5,2018,Semi-Auto,37377,Diesel,62.8,2
6649, A4,2017,Semi-Auto,24256,Petrol,50.4,2
6650, A4,2017,Manual,49095,Diesel,67.3,2
6651, Q3,2018,Semi-Auto,16523,Petrol,40.4,2
6652, Q3,2016,Automatic,29985,Diesel,51.4,2
6653, A1,2013,Manual,23954,Petrol,53.3,1.4
6654, A4,2017,Manual,26592,Diesel,68.9,2
6655, A5,2018,Manual,23251,Diesel,64.2,2
6656, A5,2017,Manual,35253,Diesel,67.3,2
6657, A5,2018,Manual,25120,Petrol,47.1,2
6658, A5,2018,Manual,27427,Diesel,67.3,2
6659, A4,2014,Semi-Auto,54713,Diesel,58.9,2
6660, Q5,2014,Semi-Auto,49875,Diesel,41.5,3
6661, Q5,2016,Semi-Auto,25257,Diesel,47.1,2
6662, A5,2016,Manual,32962,Diesel,60.1,2
6663, Q2,2017,Manual,57332,Diesel,61.4,1.6
6664, A4,2017,Manual,41830,Diesel,70.6,2
6665, A4,2018,Manual,7919,Petrol,52.3,1.4
6666, Q3,2018,Semi-Auto,22625,Petrol,40.4,2
6667, Q7,2018,Semi-Auto,37923,Diesel,48.7,3
6668, A3,2016,Manual,69037,Diesel,68.9,2
6669, A4,2018,Manual,16001,Petrol,52.3,1.4
6670, A5,2018,Semi-Auto,22936,Petrol,52.3,1.4
6671, A5,2018,Semi-Auto,17671,Petrol,36.7,3
6672, TT,2016,Manual,7908,Petrol,47.1,1.8
6673, A4,2017,Automatic,30195,Diesel,54.3,3
6674, A1,2013,Manual,39761,Petrol,53.3,1.4
6675, Q2,2018,Manual,9899,Petrol,50.4,1.4
6676, A1,2017,Manual,25423,Petrol,67.3,1
6677, A3,2017,Semi-Auto,25624,Petrol,44.1,2
6678, A6,2017,Semi-Auto,25284,Petrol,29.4,4
6679, A1,2016,Manual,11180,Petrol,55.4,1.4
6680, A1,2018,Automatic,27264,Petrol,64.2,1
6681, A4,2018,Semi-Auto,26618,Diesel,57.6,2
6682, A3,2017,Semi-Auto,45380,Petrol,43.5,2
6683, A5,2019,Semi-Auto,17912,Petrol,40.4,2
6684, A3,2017,Manual,47900,Petrol,60.1,1.4
6685, A3,2017,Semi-Auto,33268,Petrol,56.5,1.4
6686, Q7,2016,Semi-Auto,41638,Diesel,47.9,3
6687, A3,2016,Manual,36149,Diesel,74.3,1.6
6688, A5,2018,Semi-Auto,28210,Petrol,50.4,2
6689, A4,2018,Manual,24140,Petrol,52.3,1.4
6690, A3,2017,Semi-Auto,28000,Diesel,56.5,2
6691, TT,2020,Manual,905,Petrol,34.9,2
6692, Q5,2017,Semi-Auto,14500,Petrol,40.9,2
6693, A8,2018,Semi-Auto,12640,Diesel,50.4,3
6694, A1,2015,Semi-Auto,42214,Petrol,58.9,1.4
6695, A4,2018,Manual,14017,Petrol,51.4,1.4
6696, A1,2018,Manual,11066,Petrol,57.7,1.4
6697, A4,2018,Semi-Auto,8874,Petrol,36.7,3
6698, A3,2016,Manual,22501,Petrol,57.6,1.4
6699, A6,2019,Semi-Auto,2000,Diesel,39.2,3
6700, A5,2017,Semi-Auto,35772,Diesel,60.1,3
6701, A4,2017,Manual,35412,Petrol,53.3,1.4
6702, A5,2018,Manual,23171,Diesel,67.3,2
6703, A3,2017,Manual,32618,Diesel,67.3,2
6704, A3,2017,Manual,26709,Diesel,70.6,1.6
6705, A7,2017,Semi-Auto,24592,Diesel,52.3,3
6706, Q2,2017,Semi-Auto,20814,Petrol,54.3,1.4
6707, A1,2019,Automatic,2405,Petrol,44.1,1
6708, A1,2020,Manual,2500,Petrol,48.7,1
6709, Q3,2020,Semi-Auto,476,Petrol,40.4,1.5
6710, A3,2020,Semi-Auto,8215,Petrol,34.5,2
6711, Q3,2018,Semi-Auto,15412,Petrol,47.9,1.4
6712, A5,2017,Manual,7431,Diesel,68.9,2
6713, Q5,2015,Semi-Auto,27390,Petrol,37.7,2
6714, A6,2017,Semi-Auto,49626,Diesel,61.4,2
6715, A3,2016,Manual,23844,Diesel,68.9,1.6
6716, A4,2017,Manual,14912,Petrol,52.3,1.4
6717, A3,2017,Manual,12650,Petrol,54.3,1.5
6718, A5,2016,Manual,22677,Diesel,67.3,2
6719, A4,2017,Semi-Auto,41000,Petrol,53.3,2
6720, A1,2020,Manual,641,Petrol,48.7,1
6721, Q5,2020,Semi-Auto,3309,Diesel,38.2,2
6722, Q3,2020,Semi-Auto,2649,Petrol,31.4,2
6723, Q3,2020,Semi-Auto,9985,Petrol,31.4,2
6724, A5,2019,Automatic,10000,Diesel,50.4,2
6725, Q2,2019,Automatic,2544,Petrol,42.2,1.5
6726, A5,2019,Semi-Auto,1475,Petrol,39.8,2
6727, A6,2019,Automatic,3918,Diesel,47.9,2
6728, Q3,2017,Semi-Auto,26821,Petrol,47.9,1.4
6729, Q3,2019,Semi-Auto,6022,Petrol,32.1,2
6730, Q8,2019,Semi-Auto,3062,Diesel,33.6,3
6731, A3,2017,Semi-Auto,27524,Petrol,43.5,2
6732, A5,2018,Manual,26376,Petrol,47.1,2
6733, A3,2016,Manual,41298,Petrol,60.1,1.4
6734, A1,2016,Manual,20912,Petrol,56.5,1.4
6735, A1,2017,Manual,18054,Petrol,57.6,1.4
6736, A3,2017,Manual,38239,Diesel,70.6,1.6
6737, A3,2018,Manual,15937,Petrol,53.3,1.5
6738, Q5,2016,Semi-Auto,32268,Diesel,47.1,2
6739, A1,2016,Manual,6828,Petrol,67.3,1
6740, A5,2016,Semi-Auto,53893,Diesel,50.4,2
6741, A3,2016,Manual,21771,Petrol,62.8,1
6742, Q3,2019,Semi-Auto,6045,Petrol,32.5,2
6743, Q3,2019,Manual,2721,Diesel,42.8,2
6744, Q5,2019,Semi-Auto,8186,Petrol,32.1,2
6745, A3,2017,Manual,24964,Petrol,60.1,1.4
6746, A3,2017,Manual,31191,Diesel,58.9,2
6747, Q2,2017,Semi-Auto,20630,Diesel,57.7,2
6748, A1,2019,Semi-Auto,3424,Petrol,44.8,1.5
6749, A1,2020,Manual,4000,Petrol,47.9,1
6750, A1,2020,Semi-Auto,315,Petrol,44.8,1.5
6751, A1,2020,Manual,500,Petrol,49.6,1
6752, Q3,2020,Semi-Auto,500,Petrol,40.4,1.5
6753, Q2,2020,Semi-Auto,4000,Petrol,42.2,1.5
6754, Q2,2020,Manual,4000,Petrol,43.5,1.5
6755, Q2,2020,Semi-Auto,4000,Petrol,42.2,1.5
6756, A3,2017,Manual,16023,Petrol,60.1,1.4
6757, A4,2016,Manual,46778,Diesel,62.8,2
6758, A1,2018,Manual,20560,Petrol,67.3,1
6759, A1,2018,Manual,13741,Petrol,67.3,1
6760, A1,2016,Manual,32137,Diesel,80.7,1.6
6761, A4,2017,Semi-Auto,51249,Petrol,37.7,3
6762, A3,2018,Manual,16680,Petrol,62.8,1
6763, A4,2017,Manual,50598,Petrol,53.3,1.4
6764, Q3,2020,Semi-Auto,1000,Petrol,40.4,1.5
6765, A3,2019,Manual,14739,Diesel,51.4,1.6
6766, A3,2019,Manual,7030,Petrol,47.1,1
6767, Q3,2018,Semi-Auto,9300,Petrol,45.6,1.4
6768, Q3,2017,Semi-Auto,17787,Diesel,53.3,2
6769, TT,2016,Semi-Auto,26300,Petrol,40.9,2
6770, Q5,2020,Semi-Auto,4000,Petrol,32.1,2
6771, Q2,2020,Semi-Auto,4000,Petrol,42.2,1.5
6772, Q3,2020,Manual,4000,Petrol,40.9,1.5
6773, Q3,2019,Semi-Auto,4000,Petrol,31.4,2
6774, A1,2019,Semi-Auto,3215,Petrol,44.8,1.5
6775, Q3,2019,Semi-Auto,4000,Petrol,39.2,1.5
6776, TT,2019,Manual,7138,Petrol,34.9,2
6777, Q3,2018,Semi-Auto,10152,Petrol,47.9,2
6778, Q7,2018,Semi-Auto,16416,Diesel,33.2,3
6779, A6,2014,Manual,26000,Diesel,62.8,2
6780, A1,2017,Manual,50095,Diesel,76.3,1.6
6781, Q3,2017,Manual,39120,Petrol,51.4,1.4
6782, A3,2018,Semi-Auto,30319,Petrol,56.5,1.5
6783, A3,2019,Semi-Auto,14686,Petrol,42.2,1.5
6784, Q3,2019,Semi-Auto,9455,Petrol,31.7,2
6785, A3,2019,Semi-Auto,14090,Petrol,42.2,1.5
6786, A3,2019,Semi-Auto,14583,Petrol,42.2,1.5
6787, A3,2019,Semi-Auto,14488,Petrol,42.2,1.5
6788, Q7,2016,Semi-Auto,65019,Diesel,47.9,3
6789, A3,2019,Semi-Auto,50,Petrol,34.9,2
6790, RS6,2016,Semi-Auto,22500,Petrol,29.4,4
6791, A8,2018,Semi-Auto,3027,Diesel,40.4,3
6792, Q3,2019,Semi-Auto,6793,Petrol,38.2,1.5
6793, A3,2018,Semi-Auto,11500,Petrol,56.5,1.5
6794, A1,2017,Semi-Auto,32523,Petrol,56.5,1.4
6795, Q2,2019,Semi-Auto,4165,Petrol,42.2,1.5
6796, Q2,2020,Semi-Auto,1551,Petrol,42.2,1.5
6797, A1,2020,Manual,5080,Petrol,47.9,1
6798, A1,2020,Semi-Auto,3273,Petrol,44.1,1.5
6799, Q2,2020,Manual,4000,Petrol,43.5,1.5
6800, A5,2019,Semi-Auto,2363,Petrol,40.4,2
6801, A1,2019,Semi-Auto,1799,Petrol,44.8,1
6802, Q2,2019,Semi-Auto,3404,Petrol,33.2,2
6803, Q5,2019,Automatic,4838,Diesel,38.2,2
6804, A5,2019,Semi-Auto,10897,Diesel,47.9,2
6805, Q2,2019,Manual,942,Petrol,47.1,1
6806, Q7,2018,Semi-Auto,16753,Diesel,39.2,4
6807, Q2,2019,Semi-Auto,10229,Petrol,40.9,1.5
6808, Q5,2019,Semi-Auto,60,Diesel,38.2,2
6809, A3,2017,Manual,20026,Petrol,61.4,1.4
6810, A3,2017,Manual,25227,Petrol,50.4,2
6811, A8,2019,Semi-Auto,1000,Diesel,40.4,3
6812, A6,2019,Semi-Auto,150,Diesel,47.9,2
6813, A6,2019,Semi-Auto,8000,Diesel,35.8,3
6814, TT,2016,Manual,19860,Petrol,47.1,1.8
6815, Q5,2016,Manual,42089,Diesel,48.7,2
6816, RS6,2015,Automatic,19963,Petrol,29.4,4
6817, Q3,2016,Manual,29897,Petrol,50.4,1.4
6818, A4,2019,Automatic,5243,Diesel,40.9,3
6819, Q2,2019,Manual,7178,Petrol,42.2,1
6820, A3,2019,Semi-Auto,7470,Petrol,40.4,2
6821, Q5,2019,Semi-Auto,9805,Diesel,38.2,2
6822, Q5,2019,Semi-Auto,4327,Diesel,38.2,2
6823, A7,2019,Semi-Auto,2999,Diesel,35.8,3
6824, A3,2015,Manual,39522,Petrol,60.1,1.4
6825, Q7,2019,Semi-Auto,4750,Diesel,32.8,3
6826, A4,2019,Semi-Auto,4750,Diesel,45.6,2
6827, A3,2019,Manual,2800,Diesel,51.4,1.6
6828, A4,2016,Semi-Auto,30675,Diesel,61.4,3
6829, A1,2019,Manual,2250,Petrol,46.3,1.5
6830, A5,2019,Semi-Auto,4750,Petrol,39.8,2
6831, Q2,2019,Semi-Auto,6445,Petrol,40.9,1.5
6832, A3,2019,Semi-Auto,6540,Diesel,53.3,1.6
6833, TT,2015,Semi-Auto,45950,Petrol,44.1,2
6834, A3,2019,Semi-Auto,3670,Diesel,51.4,2
6835, A7,2019,Semi-Auto,7968,Diesel,38.7,3
6836, A3,2019,Manual,4750,Diesel,53.3,1.6
6837, A5,2019,Semi-Auto,4750,Diesel,51.4,2
6838, Q5,2019,Semi-Auto,4750,Diesel,39.2,2
6839, Q7,2018,Semi-Auto,13520,Diesel,33.2,3
6840, Q3,2019,Semi-Auto,4750,Petrol,31.7,2
6841, A3,2016,Semi-Auto,31925,Petrol,48.7,2
6842, Q7,2016,Semi-Auto,37120,Diesel,47.9,3
6843, Q3,2013,Semi-Auto,34925,Diesel,47.9,2
6844, Q7,2019,Semi-Auto,4750,Diesel,32.8,3
6845, Q2,2019,Semi-Auto,4750,Petrol,33.2,2
6846, Q2,2020,Manual,4750,Petrol,44.8,1.5
6847, Q3,2020,Semi-Auto,4750,Diesel,48.7,2
6848, A3,2018,Manual,22018,Diesel,67.3,2
6849, A3,2018,Manual,14015,Petrol,50.4,2
6850, Q7,2018,Semi-Auto,5850,Diesel,39.2,4
6851, Q3,2016,Manual,31025,Diesel,61.4,2
6852, TT,2019,Semi-Auto,3339,Petrol,34.5,2
6853, Q7,2018,Semi-Auto,15425,Diesel,39.2,4
6854, Q5,2019,Semi-Auto,4706,Diesel,38.2,2
6855, Q3,2018,Manual,5230,Petrol,49.6,1.4
6856, Q3,2015,Semi-Auto,35117,Diesel,50.4,2
6857, A6,2019,Automatic,9400,Diesel,52.3,3
6858, A3,2019,Automatic,6125,Diesel,52.3,1.6
6859, A3,2016,Semi-Auto,25480,Petrol,58.9,1.4
6860, Q7,2019,Semi-Auto,6000,Diesel,32.8,3
6861, Q2,2018,Automatic,6734,Diesel,46.3,1.6
6862, A3,2016,Manual,29660,Diesel,70.6,1.6
6863, Q5,2016,Semi-Auto,39015,Diesel,47.1,2
6864, A1,2016,Manual,30539,Petrol,57.6,1.4
6865, A5,2019,Semi-Auto,5200,Petrol,37.7,2
6866, A3,2015,Manual,27434,Diesel,68.9,2
6867, A4,2016,Manual,31139,Diesel,68.9,2
6868, A4,2015,Manual,69134,Diesel,67.3,2
6869, A5,2019,Semi-Auto,4750,Diesel,50.4,2
6870, Q2,2019,Semi-Auto,7000,Petrol,33.2,2
6871, Q3,2019,Manual,4750,Petrol,40.9,1.5
6872, Q3,2017,Semi-Auto,23250,Diesel,53.3,2
6873, A3,2017,Semi-Auto,21350,Petrol,43.5,2
6874, A5,2017,Semi-Auto,18699,Petrol,38.2,3
6875, A4,2019,Automatic,4035,Diesel,50.4,2
6876, Q3,2019,Automatic,3517,Diesel,47.1,2
6877, A6,2019,Automatic,10727,Diesel,39.2,3
6878, Q2,2019,Automatic,2466,Diesel,46.3,2
6879, A3,2019,Manual,6600,Diesel,51.4,1.6
6880, A3,2019,Manual,9800,Diesel,51.4,1.6
6881, Q2,2019,Manual,3145,Diesel,46.3,1.6
6882, Q3,2016,Semi-Auto,27490,Petrol,47.9,1.4
6883, A6,2019,Semi-Auto,1500,Petrol,31.4,3
6884, A3,2019,Semi-Auto,3300,Diesel,50.4,2
6885, Q3,2019,Semi-Auto,4443,Petrol,38.2,1.5
6886, A3,2019,Semi-Auto,5450,Petrol,34.9,2
6887, A6,2019,Semi-Auto,5535,Diesel,39.2,3
6888, Q3,2019,Automatic,4800,Petrol,30.7,2
6889, A4,2019,Semi-Auto,4293,Diesel,39.8,3
6890, Q3,2019,Manual,4750,Petrol,40.9,1.5
6891, A5,2019,Semi-Auto,4750,Diesel,47.1,2
6892, Q2,2019,Manual,10000,Diesel,49.6,1.6
6893, Q5,2019,Semi-Auto,4750,Diesel,39.2,2
6894, Q3,2019,Manual,4750,Petrol,40.9,1.5
6895, A5,2019,Semi-Auto,4750,Diesel,51.4,2
6896, A4,2019,Semi-Auto,500,Diesel,40.9,3
6897, A5,2017,Semi-Auto,31995,Petrol,37.7,3
6898, A3,2017,Manual,46295,Petrol,40.4,2
6899, A3,2015,Semi-Auto,32600,Petrol,40.9,2
6900, Q7,2018,Semi-Auto,21100,Diesel,39.2,4
6901, A4,2016,Semi-Auto,37450,Diesel,58.9,3
6902, Q3,2017,Semi-Auto,30850,Petrol,47.9,1.4
6903, Q3,2015,Semi-Auto,69150,Petrol,40.4,2
6904, A7,2019,Automatic,150,Diesel,38.2,3
6905, Q3,2019,Manual,1773,Petrol,39.8,1.5
6906, A8,2018,Semi-Auto,16850,Diesel,50.4,3
6907, Q7,2017,Semi-Auto,22100,Diesel,47.9,3
6908, A6,2016,Semi-Auto,66475,Diesel,61.4,3
6909, A4,2017,Manual,40075,Petrol,51.4,1.4
6910, Q3,2020,Semi-Auto,3500,Petrol,32.5,2
6911, A5,2020,Semi-Auto,1959,Diesel,51.4,2
6912, A4,2017,Manual,59300,Diesel,74.3,2
6913, A3,2019,Manual,100,Diesel,51.4,1.6
6914, A5,2019,Automatic,2500,Diesel,47.1,2
6915, Q3,2014,Semi-Auto,33650,Petrol,36.7,2
6916, TT,2016,Manual,41100,Petrol,47.1,1.8
6917, TT,2016,Semi-Auto,46200,Petrol,43.5,2
6918, Q5,2016,Semi-Auto,18850,Diesel,47.1,2
6919, A4,2018,Semi-Auto,16120,Petrol,38.7,3
6920, A3,2020,Manual,1850,Petrol,44.8,1.5
6921, Q7,2018,Semi-Auto,19250,Diesel,47.9,3
6922, A4,2016,Semi-Auto,57200,Diesel,52.3,3
6923, A6,2016,Semi-Auto,30450,Diesel,61.4,3
6924, Q2,2019,Manual,9250,Diesel,49.6,1.6
6925, Q7,2015,Automatic,63579,Diesel,47.9,3
6926, Q3,2017,Manual,10950,Petrol,51.4,1.4
6927, A8,2018,Automatic,11300,Diesel,50.4,3
6928, RS3,2019,Automatic,6005,Petrol,30.1,2.5
6929, Q3,2019,Manual,3032,Diesel,40.9,2
6930, Q3,2016,Semi-Auto,43200,Petrol,47.9,1.4
6931, A4,2016,Semi-Auto,66775,Diesel,53.3,3
6932, A1,2018,Manual,16911,Petrol,51.4,1
6933, A1,2016,Manual,30000,Diesel,76.3,1.6
6934, A1,2016,Manual,33000,Petrol,67.3,1
6935, Q3,2016,Semi-Auto,20792,Petrol,47.9,1.4
6936, Q2,2016,Manual,22245,Petrol,52.3,1.4
6937, A4,2016,Semi-Auto,49800,Diesel,53.3,3
6938, Q7,2019,Semi-Auto,5050,Diesel,44.1,3
6939, A5,2016,Semi-Auto,19588,Diesel,58.9,2
6940, A1,2016,Manual,25000,Petrol,55.4,1.4
6941, TT,2019,Semi-Auto,1983,Petrol,34,2
6942, Q5,2017,Semi-Auto,20770,Petrol,34,3
6943, Q5,2019,Semi-Auto,5200,Diesel,39.2,2
6944, A4,2016,Manual,46900,Petrol,50.4,2
6945, Q2,2017,Semi-Auto,22975,Petrol,54.3,1.4
6946, A3,2017,Manual,14980,Diesel,64.2,2
6947, A4,2015,Semi-Auto,35300,Diesel,57.6,2
6948, Q2,2017,Semi-Auto,24450,Petrol,51.4,1.4
6949, A3,2016,Manual,10750,Diesel,64.2,2
6950, A1,2016,Manual,28150,Petrol,56.5,1.4
6951, A6,2016,Semi-Auto,76968,Diesel,61.4,2
6952, Q3,2016,Semi-Auto,38035,Petrol,47.9,1.4
6953, Q3,2015,Semi-Auto,58549,Petrol,47.9,1.4
6954, A3,2017,Manual,64107,Diesel,70.6,2
6955, A3,2019,Manual,5035,Diesel,49.6,1.6
6956, A3,2018,Semi-Auto,21243,Petrol,43.5,2
6957, Q3,2019,Manual,2550,Diesel,42.8,2
6958, Q3,2019,Manual,2415,Petrol,40.9,1.5
6959, Q3,2019,Manual,1765,Petrol,39.8,1.5
6960, A4,2019,Automatic,2529,Diesel,50.4,2
6961, A4,2019,Automatic,4231,Diesel,50.4,2
6962, A3,2019,Automatic,11878,Diesel,53.3,1.6
6963, A3,2019,Automatic,8825,Diesel,52.3,1.6
6964, A6,2019,Automatic,9600,Diesel,39.8,3
6965, A3,2019,Manual,6455,Petrol,47.9,1
6966, A3,2015,Semi-Auto,40092,Petrol,60.1,1.4
6967, A4,2016,Manual,44830,Diesel,70.6,2
6968, A1,2020,Manual,4000,Petrol,49.6,1
6969, A1,2020,Semi-Auto,4000,Petrol,44.8,1.5
6970, Q2,2017,Manual,18000,Petrol,52.3,1.4
6971, A5,2017,Semi-Auto,28300,Petrol,53.3,2
6972, A1,2016,Manual,29999,Petrol,56.5,1.4
6973, A4,2017,Semi-Auto,32000,Diesel,57.6,2
6974, Q3,2019,Semi-Auto,8250,Petrol,38.2,1.5
6975, A3,2019,Semi-Auto,13450,Petrol,42.2,1.5
6976, A3,2016,Manual,50450,Petrol,60.1,1.4
6977, Q2,2017,Manual,47750,Diesel,61.4,1.6
6978, Q2,2019,Manual,4846,Petrol,43.5,1.5
6979, Q2,2019,Semi-Auto,3659,Petrol,42.2,1.5
6980, A3,2015,Manual,39522,Petrol,60.1,1.4
6981, Q3,2015,Semi-Auto,45521,Diesel,51.4,2
6982, A6,2016,Automatic,66716,Diesel,55.4,2
6983, A4,2016,Semi-Auto,52121,Diesel,61.4,2
