id,model,year,transmission,mileage,fueltype,price,tax
4741, RS4,2020,Semi-Auto,6000,Petrol,71990,145
4742, Q3,2019,Semi-Auto,2743,Petrol,32490,145
4743, R8,2019,Automatic,11936,Petrol,117990,145
4744, Q2,2017,Semi-Auto,4649,Petrol,23490,145
4745, Q8,2018,Semi-Auto,1964,Diesel,51250,145
4746, Q5,2019,Automatic,6000,Petrol,39990,145
4747, A6,2015,Automatic,37200,Diesel,21490,235
4748, Q5,2020,Semi-Auto,6000,Diesel,36990,145
4749, A8,2018,Automatic,2490,Petrol,38990,145
4750, Q2,2019,Manual,3696,Petrol,22990,145
4751, A3,2019,Manual,7200,Diesel,18490,145
4752, A4,2017,Manual,12823,Petrol,17490,145
4753, A3,2018,Manual,20900,Petrol,19790,145
4754, A3,2016,Semi-Auto,50000,Petrol,19990,200
4755, Q7,2018,Automatic,19940,Diesel,56990,145
4756, Q2,2016,Semi-Auto,25000,Petrol,19990,125
4757, Q5,2019,Semi-Auto,2901,Diesel,51990,145
4758, Q5,2013,Automatic,52822,Petrol,18990,260
4759, RS4,2014,Semi-Auto,70823,Petrol,24990,555
4760, A1,2019,Manual,8350,Petrol,18690,145
4761, A6,2015,Automatic,37200,Diesel,21990,235
4762, A1,2020,Semi-Auto,5000,Petrol,23845,145
4763, Q3,2020,Semi-Auto,5000,Petrol,38990,145
4764, Q5,2019,Automatic,6000,Diesel,34490,145
4765, Q3,2019,Manual,5000,Petrol,24990,145
4766, A5,2019,Automatic,5000,Diesel,31990,145
4767, Q3,2019,Automatic,6000,Diesel,28990,145
4768, TT,2019,Automatic,6000,Petrol,29975,145
4769, A4,2016,Manual,75015,Diesel,15490,30
4770, Q3,2016,Semi-Auto,39775,Diesel,19990,160
4771, Q7,2018,Semi-Auto,20000,Diesel,54990,145
4772, A3,2018,Semi-Auto,21500,Petrol,29990,145
4773, A4,2018,Semi-Auto,19299,Diesel,25490,145
4774, A1,2016,Manual,33500,Petrol,13990,30
4775, A3,2018,Manual,23800,Petrol,19490,145
4776, Q5,2019,Automatic,5000,Diesel,33490,145
4777, Q2,2019,Automatic,5000,Diesel,26990,145
4778, Q5,2019,Automatic,5000,Diesel,33490,145
4779, A7,2019,Semi-Auto,259,Diesel,42990,145
4780, Q3,2018,Semi-Auto,19100,Petrol,23990,145
4781, A3,2019,Manual,6000,Petrol,24990,145
4782, A3,2018,Manual,18503,Petrol,21990,145
4783, A1,2020,Semi-Auto,5000,Petrol,23490,145
4784, R8,2020,Semi-Auto,2000,Petrol,145000,145
4785, A3,2019,Manual,6000,Diesel,22990,145
4786, A3,2017,Manual,20871,Petrol,18490,150
4787, Q5,2020,Semi-Auto,6000,Diesel,37990,150
4788, A3,2017,Semi-Auto,18001,Petrol,19490,150
4789, A4,2017,Semi-Auto,18132,Petrol,19990,145
4790, Q7,2017,Automatic,29627,Diesel,49850,145
4791, Q5,2020,Semi-Auto,6000,Diesel,52990,145
4792, A5,2014,Semi-Auto,49353,Petrol,12490,145
4793, Q5,2019,Automatic,6000,Diesel,29975,145
4794, Q3,2019,Automatic,2743,Petrol,32990,145
4795, A4,2016,Manual,21887,Diesel,17950,30
4796, Q2,2017,Manual,18354,Petrol,20750,145
4797, A3,2017,Semi-Auto,28000,Petrol,29490,145
4798, RS6,2017,Automatic,39300,Petrol,54990,145
4799, Q3,2019,Automatic,6000,Diesel,28990,145
4800, Q3,2019,Manual,5000,Diesel,26990,145
4801, TT,2019,Automatic,9081,Petrol,36990,145
4802, Q8,2019,Automatic,6000,Diesel,64990,145
4803, A1,2019,Semi-Auto,6000,Petrol,21490,145
4804, Q3,2019,Manual,5000,Petrol,24990,145
4805, A6,2019,Automatic,7400,Diesel,27990,145
4806, A3,2019,Manual,100,Diesel,18490,145
4807, A1,2017,Manual,30518,Petrol,17990,235
4808, A4,2020,Semi-Auto,5000,Diesel,47990,145
4809, TT,2019,Semi-Auto,2000,Petrol,48990,145
4810, A1,2017,Automatic,30658,Petrol,14990,30
4811, Q3,2020,Semi-Auto,5000,Petrol,35990,145
4812, A4,2019,Manual,5000,Petrol,26490,145
4813, A5,2019,Automatic,5000,Diesel,32990,145
4814, Q2,2019,Semi-Auto,6042,Petrol,24990,145
4815, A3,2019,Manual,5000,Petrol,22490,145
4816, Q5,2019,Automatic,5000,Diesel,31490,145
4817, Q3,2019,Semi-Auto,3027,Diesel,28990,145
4818, Q7,2017,Automatic,19925,Diesel,35990,200
4819, A3,2017,Manual,27928,Petrol,18490,20
4820, A4,2014,Manual,45763,Diesel,13490,30
4821, A3,2019,Semi-Auto,8473,Petrol,23990,150
4822, Q2,2018,Semi-Auto,8600,Petrol,20990,150
4823, Q3,2016,Manual,27500,Petrol,17990,150
4824, Q3,2018,Manual,15047,Diesel,23990,150
4825, A1,2017,Manual,23490,Petrol,13490,150
4826, Q2,2017,Manual,27200,Petrol,18990,150
4827, A1,2019,Manual,6000,Petrol,20595,145
4828, Q3,2019,Manual,5000,Diesel,26990,145
4829, A4,2019,Automatic,5000,Petrol,27990,145
4830, Q3,2019,Manual,5000,Petrol,24990,145
4831, Q2,2019,Automatic,6000,Petrol,25490,145
4832, Q8,2019,Automatic,5000,Diesel,56990,145
4833, Q2,2019,Semi-Auto,4227,Petrol,29995,145
4834, Q7,2017,Automatic,27195,Diesel,52990,145
4835, A3,2019,Manual,4875,Petrol,21990,145
4836, A3,2016,Semi-Auto,35273,Petrol,17990,30
4837, Q8,2019,Automatic,9804,Diesel,51990,145
4838, A3,2014,Manual,37991,Petrol,14490,20
4839, Q5,2019,Semi-Auto,3712,Diesel,51990,145
4840, Q3,2019,Semi-Auto,5454,Diesel,28990,145
4841, A3,2018,Automatic,10500,Petrol,21990,145
4842, A6,2016,Semi-Auto,62100,Diesel,18990,125
4843, Q7,2019,Automatic,6000,Diesel,46990,145
4844, Q5,2019,Automatic,5000,Diesel,31490,145
4845, Q2,2019,Automatic,2381,Petrol,28990,145
4846, Q3,2019,Semi-Auto,7561,Petrol,39990,145
4847, Q3,2019,Automatic,4590,Petrol,31990,145
4848, Q5,2019,Automatic,5000,Diesel,32490,145
4849, A3,2017,Semi-Auto,17100,Petrol,19490,145
4850, A5,2018,Semi-Auto,4600,Petrol,26490,145
4851, A3,2019,Semi-Auto,5069,Petrol,31450,145
4852, TT,2016,Automatic,31362,Petrol,36490,300
4853, Q2,2017,Semi-Auto,28943,Diesel,21990,145
4854, Q5,2018,Semi-Auto,13500,Petrol,34990,145
4855, A4,2017,Automatic,10488,Diesel,21990,145
4856, A5,2017,Automatic,35220,Petrol,23490,145
4857, A1,2019,Semi-Auto,100,Petrol,21500,145
4858, A6,2019,Semi-Auto,506,Diesel,48000,145
4859, A3,2019,Semi-Auto,9292,Petrol,32500,150
4860, Q5,2019,Semi-Auto,9415,Diesel,35500,150
4861, Q5,2015,Automatic,49431,Diesel,24290,260
4862, Q2,2018,Manual,21110,Petrol,17990,150
4863, A5,2018,Automatic,13453,Petrol,32990,150
4864, Q3,2018,Manual,21909,Diesel,20990,150
4865, TT,2017,Manual,16282,Petrol,18990,150
4866, A6,2016,Semi-Auto,47750,Diesel,24490,165
4867, Q3,2016,Semi-Auto,19393,Petrol,19990,145
4868, A5,2019,Automatic,16177,Petrol,26275,145
4869, A3,2019,Semi-Auto,15080,Petrol,23490,145
4870, A3,2019,Semi-Auto,8585,Petrol,23450,145
4871, A3,2019,Semi-Auto,14300,Petrol,22490,145
4872, A1,2017,Semi-Auto,18000,Petrol,17490,145
4873, A4,2017,Semi-Auto,13632,Petrol,19490,145
4874, A8,2019,Automatic,7890,Diesel,38975,145
4875, A5,2019,Manual,100,Petrol,25990,145
4876, A4,2019,Manual,6995,Petrol,22690,145
4877, Q3,2019,Semi-Auto,7120,Petrol,39990,145
4878, Q5,2019,Semi-Auto,5593,Diesel,43990,145
4879, Q3,2020,Semi-Auto,5000,Petrol,34490,145
4880, A3,2014,Semi-Auto,24597,Hybrid,15000,0
4881, A3,2019,Manual,7000,Diesel,18000,145
4882, A5,2019,Semi-Auto,8000,Diesel,26000,145
4883, A4,2019,Semi-Auto,10000,Diesel,25000,145
4884, A5,2020,Manual,247,Petrol,31000,145
4885, Q5,2019,Semi-Auto,4000,Diesel,54000,145
4886, A1,2019,Semi-Auto,3869,Petrol,22500,150
4887, A6,2016,Semi-Auto,57221,Diesel,17000,30
4888, A7,2017,Semi-Auto,38519,Diesel,24500,145
4889, A3,2017,Manual,51578,Petrol,13500,20
4890, Q5,2014,Semi-Auto,34503,Diesel,25000,260
4891, Q5,2016,Semi-Auto,38482,Diesel,19000,200
4892, A8,2018,Semi-Auto,17951,Diesel,35000,145
4893, Q3,2016,Semi-Auto,27425,Petrol,21000,200
4894, Q3,2020,Semi-Auto,3000,Petrol,36000,145
4895, A6,2020,Semi-Auto,3000,Diesel,42500,145
4896, A1,2020,Semi-Auto,3000,Petrol,25000,145
4897, RS4,2019,Automatic,5151,Petrol,58990,145
4898, Q2,2019,Semi-Auto,853,Petrol,34990,145
4899, A3,2019,Manual,6000,Diesel,24212,145
4900, A5,2019,Semi-Auto,1637,Petrol,34990,145
4901, RS4,2019,Automatic,6000,Petrol,60990,145
4902, Q5,2019,Automatic,6000,Diesel,37980,145
4903, RS5,2019,Automatic,7800,Petrol,55990,145
4904, RS4,2020,Semi-Auto,3000,Petrol,67000,145
4905, A4,2020,Semi-Auto,3000,Petrol,35000,145
4906, A3,2020,Semi-Auto,3000,Petrol,35000,145
4907, Q3,2020,Semi-Auto,3000,Diesel,37000,145
4908, A4,2019,Semi-Auto,14361,Petrol,26000,145
4909, Q5,2019,Semi-Auto,5336,Petrol,35500,145
4910, A5,2019,Manual,1096,Petrol,28500,145
4911, A1,2019,Manual,3979,Petrol,19000,145
4912, Q7,2019,Semi-Auto,9044,Diesel,47500,145
4913, A5,2019,Automatic,7000,Diesel,27000,145
4914, Q5,2019,Semi-Auto,9280,Diesel,35500,150
4915, Q2,2017,Manual,12632,Petrol,16500,150
4916, Q5,2017,Semi-Auto,67223,Diesel,26500,240
4917, Q2,2018,Manual,17728,Petrol,18000,150
4918, A5,2016,Manual,13677,Diesel,19000,125
4919, A4,2018,Manual,6063,Petrol,19500,150
4920, Q3,2020,Semi-Auto,4309,Diesel,35500,150
4921, A3,2019,Semi-Auto,4000,Petrol,33000,145
4922, Q2,2019,Semi-Auto,7000,Petrol,30000,145
4923, Q3,2019,Manual,4000,Diesel,28500,145
4924, A7,2019,Semi-Auto,6000,Diesel,33000,145
4925, A1,2019,Semi-Auto,4000,Petrol,23500,145
4926, R8,2019,Semi-Auto,500,Petrol,125000,145
4927, A6,2019,Semi-Auto,3000,Diesel,35000,145
4928, Q3,2019,Manual,7000,Petrol,24990,145
4929, Q3,2019,Manual,3000,Petrol,26990,145
4930, A1,2017,Manual,19229,Petrol,14490,30
4931, Q3,2019,Semi-Auto,5034,Petrol,29500,145
4932, A6,2016,Semi-Auto,63105,Diesel,16000,30
4933, A7,2017,Semi-Auto,56460,Diesel,21500,160
4934, Q2,2018,Semi-Auto,39430,Petrol,23500,145
4935, Q5,2020,Semi-Auto,4000,Petrol,38500,145
4936, TT,2020,Semi-Auto,4000,Petrol,53500,145
4937, A5,2020,Semi-Auto,6000,Petrol,33000,145
4938, A4,2017,Manual,12823,Petrol,17490,145
4939, A5,2018,Manual,25448,Petrol,22990,145
4940, A1,2016,Semi-Auto,39746,Petrol,15490,30
4941, A1,2017,Manual,14885,Petrol,15990,30
4942, Q7,2018,Automatic,13213,Diesel,70990,145
4943, Q2,2018,Semi-Auto,13500,Petrol,21990,145
4944, Q7,2018,Semi-Auto,11800,Diesel,57490,145
4945, Q2,2020,Manual,6000,Petrol,22669,145
4946, Q8,2019,Semi-Auto,6000,Diesel,76990,145
4947, Q5,2019,Semi-Auto,5000,Diesel,35490,145
4948, Q7,2020,Semi-Auto,6000,Diesel,59990,145
4949, A3,2019,Semi-Auto,14803,Petrol,22000,150
4950, A3,2019,Semi-Auto,3438,Petrol,32500,150
4951, Q5,2019,Semi-Auto,8440,Diesel,35000,150
4952, A4,2019,Semi-Auto,9560,Diesel,26990,145
4953, Q3,2019,Semi-Auto,3300,Petrol,32990,145
4954, Q2,2017,Manual,18354,Petrol,19490,145
4955, R8,2019,Automatic,6954,Petrol,109990,145
4956, Q8,2019,Semi-Auto,9155,Diesel,66990,145
4957, Q2,2020,Manual,6000,Petrol,26169,145
4958, A3,2019,Semi-Auto,256,Petrol,33500,150
4959, TT,2019,Semi-Auto,375,Petrol,30000,145
4960, A3,2017,Manual,16417,Diesel,18000,145
4961, TT,2019,Semi-Auto,4307,Petrol,30000,145
4962, Q5,2016,Manual,34381,Diesel,20000,200
4963, A4,2017,Semi-Auto,21062,Petrol,19000,145
4964, A3,2017,Semi-Auto,33657,Petrol,23000,145
4965, A3,2016,Semi-Auto,25940,Petrol,19490,30
4966, Q5,2015,Automatic,49431,Diesel,23990,260
4967, RS3,2018,Automatic,17515,Petrol,36490,145
4968, RS6,2014,Automatic,63476,Petrol,40990,555
4969, A6,2019,Semi-Auto,28950,Diesel,25990,150
4970, Q3,2017,Manual,21502,Petrol,19990,150
4971, Q2,2017,Manual,23000,Petrol,17790,150
4972, A8,2016,Semi-Auto,39000,Diesel,23995,300
4973, A3,2017,Semi-Auto,23957,Petrol,25990,145
4974, A4,2017,Manual,20990,Petrol,20990,145
4975, Q5,2017,Semi-Auto,42643,Diesel,33990,235
4976, A4,2017,Manual,27198,Petrol,18490,145
4977, R8,2014,Semi-Auto,19800,Petrol,51990,570
4978, A1,2017,Manual,14723,Petrol,14490,150
4979, A4,2017,Semi-Auto,15900,Petrol,20450,150
4980, A1,2013,Manual,42580,Petrol,7610,125
4981, Q3,2016,Semi-Auto,52442,Diesel,16390,165
4982, A1,2013,Manual,43070,Petrol,8609,125
4983, A3,2016,Manual,61130,Diesel,10130,0
4984, A3,2019,Semi-Auto,13576,Petrol,22000,150
4985, A1,2020,Semi-Auto,3000,Petrol,23000,145
4986, A3,2019,Semi-Auto,4681,Diesel,22500,145
4987, A3,2019,Semi-Auto,7157,Petrol,30500,145
4988, A3,2019,Semi-Auto,14307,Petrol,22500,145
4989, A3,2019,Semi-Auto,12088,Petrol,22500,145
4990, A3,2019,Semi-Auto,14757,Petrol,22000,145
4991, A3,2019,Semi-Auto,14686,Petrol,22000,145
4992, A4,2019,Manual,4514,Petrol,23500,145
4993, Q8,2018,Semi-Auto,11691,Diesel,59000,145
4994, A1,2019,Manual,2236,Petrol,20000,145
4995, Q5,2019,Automatic,6000,Diesel,39990,145
4996, Q2,2017,Semi-Auto,18200,Petrol,20990,125
4997, A3,2019,Semi-Auto,2480,Petrol,32990,145
4998, Q3,2019,Automatic,4979,Diesel,35490,145
4999, A5,2019,Automatic,7000,Diesel,28990,145
5000, RS5,2019,Automatic,6000,Petrol,66990,145
5001, Q2,2020,Manual,6000,Petrol,24653,145
5002, Q5,2019,Automatic,5000,Diesel,33490,145
5003, Q2,2019,Automatic,6000,Petrol,32990,145
5004, Q7,2019,Automatic,5000,Diesel,52990,145
5005, Q2,2018,Semi-Auto,31615,Petrol,22990,145
5006, A1,2019,Semi-Auto,6000,Petrol,23286,145
5007, A5,2019,Automatic,8000,Diesel,27990,145
5008, Q3,2019,Manual,7500,Diesel,25990,145
5009, Q3,2017,Semi-Auto,24250,Petrol,21990,145
5010, Q2,2017,Semi-Auto,17000,Petrol,23990,145
5011, A8,2019,Automatic,3000,Diesel,47990,145
5012, Q3,2019,Manual,4000,Petrol,24990,145
5013, Q3,2019,Manual,6000,Diesel,26990,145
5014, A4,2019,Automatic,5641,Diesel,26850,145
5015, A1,2016,Manual,10000,Petrol,16290,30
5016, A3,2016,Manual,47537,Petrol,14490,125
5017, Q7,2016,Semi-Auto,52900,Diesel,30990,200
5018, A5,2015,Semi-Auto,34500,Diesel,20990,200
5019, Q5,2018,Semi-Auto,17000,Petrol,43990,145
5020, Q7,2019,Automatic,12390,Diesel,49490,145
5021, A3,2019,Manual,6000,Petrol,24443,145
5022, RS5,2019,Semi-Auto,7800,Petrol,54990,145
5023, Q7,2019,Semi-Auto,3988,Diesel,51990,145
5024, A3,2016,Manual,39000,Diesel,16490,125
5025, A1,2017,Manual,38000,Petrol,14990,30
5026, TT,2016,Automatic,31362,Petrol,36990,300
5027, Q5,2017,Semi-Auto,83165,Diesel,21750,150
5028, A3,2017,Manual,27875,Petrol,17450,145
5029, A3,2017,Semi-Auto,30181,Petrol,19990,150
5030, A6,2016,Manual,34334,Diesel,19490,125
5031, Q7,2018,Semi-Auto,10050,Diesel,47990,145
5032, A5,2020,Semi-Auto,6000,Diesel,33990,145
5033, Q5,2020,Semi-Auto,6000,Petrol,39990,145
5034, A6,2017,Semi-Auto,34300,Diesel,24990,145
5035, A5,2017,Semi-Auto,35220,Petrol,23490,145
5036, Q3,2018,Semi-Auto,10981,Petrol,24990,145
5037, A1,2019,Manual,2348,Petrol,19990,145
5038, Q2,2018,Manual,18148,Petrol,18490,150
5039, A1,2020,Semi-Auto,5000,Petrol,23845,150
5040, Q8,2019,Semi-Auto,5608,Diesel,50990,150
5041, A6,2019,Semi-Auto,18760,Diesel,26990,150
5042, Q8,2019,Semi-Auto,10000,Diesel,65990,150
5043, A1,2016,Manual,25600,Petrol,13990,30
5044, Q2,2017,Manual,14000,Petrol,18490,145
5045, Q5,2018,Semi-Auto,24233,Petrol,39990,145
5046, A5,2019,Automatic,5000,Petrol,31990,145
5047, A5,2019,Automatic,5000,Diesel,32990,145
5048, A3,2019,Manual,4500,Diesel,22990,145
5049, A6,2016,Automatic,20335,Diesel,18982,30
5050, A3,2017,Manual,19366,Petrol,17791,145
5051, A1,2013,Manual,41539,Petrol,8495,30
5052, Q3,2017,Semi-Auto,26702,Petrol,19995,145
5053, A1,2016,Semi-Auto,26371,Petrol,13485,30
5054, Q3,2017,Manual,22491,Petrol,17399,125
5055, R8,2013,Semi-Auto,10800,Petrol,54850,570
5056, A4,2019,Automatic,6000,Petrol,26490,145
5057, A4,2019,Automatic,6000,Diesel,25490,145
5058, A3,2019,Semi-Auto,2091,Diesel,22990,145
5059, A1,2016,Manual,32230,Petrol,13490,30
5060, A3,2020,Semi-Auto,6000,Petrol,34990,145
5061, Q3,2019,Semi-Auto,6000,Diesel,33990,145
5062, Q3,2018,Manual,22900,Petrol,21490,145
5063, Q8,2019,Semi-Auto,9804,Diesel,51490,145
5064, TT,2017,Semi-Auto,24953,Petrol,26990,200
5065, A3,2018,Semi-Auto,29035,Petrol,25990,150
5066, Q3,2020,Semi-Auto,1487,Petrol,43990,150
5067, Q5,2015,Automatic,59650,Diesel,19990,200
5068, A3,2018,Semi-Auto,16100,Petrol,29990,145
5069, A3,2017,Semi-Auto,13163,Petrol,22490,145
5070, A3,2016,Semi-Auto,31128,Petrol,24990,165
5071, A6,2016,Semi-Auto,27915,Diesel,19990,30
5072, A3,2017,Manual,20477,Diesel,17990,150
5073, A3,2017,Manual,24842,Petrol,14990,20
5074, Q5,2017,Semi-Auto,47124,Diesel,24990,150
5075, A3,2016,Semi-Auto,29012,Petrol,20990,30
5076, Q7,2018,Automatic,13213,Diesel,72990,145
5077, Q7,2018,Semi-Auto,19940,Diesel,54990,145
5078, A4,2017,Semi-Auto,3000,Petrol,21990,145
5079, A5,2017,Semi-Auto,40000,Diesel,20000,145
5080, A1,2017,Manual,10481,Diesel,12490,0
5081, A3,2016,Manual,25955,Petrol,17490,30
5082, A1,2019,Automatic,11200,Petrol,19990,145
5083, Q3,2016,Automatic,39820,Diesel,17925,145
5084, Q2,2019,Semi-Auto,3624,Petrol,24990,145
5085, A3,2017,Semi-Auto,28744,Petrol,19490,145
5086, A5,2017,Automatic,41000,Diesel,22990,145
5087, A3,2019,Automatic,10380,Petrol,23490,145
5088, A5,2019,Automatic,5000,Diesel,31990,145
5089, TT,2019,Semi-Auto,8900,Petrol,46990,145
5090, Q7,2020,Semi-Auto,6000,Diesel,62990,145
5091, Q3,2019,Automatic,7118,Diesel,32990,145
5092, A5,2017,Automatic,22640,Petrol,29990,145
5093, Q3,2019,Manual,6000,Petrol,25990,145
5094, Q5,2019,Semi-Auto,6000,Petrol,38990,145
5095, A1,2019,Manual,6000,Petrol,20476,145
5096, Q2,2019,Semi-Auto,6000,Petrol,28541,145
5097, Q7,2018,Automatic,24340,Diesel,45990,145
5098, Q3,2015,Semi-Auto,57204,Petrol,17990,200
5099, Q5,2017,Semi-Auto,20768,Diesel,28890,145
5100, Q5,2020,Semi-Auto,6000,Petrol,38695,145
5101, A5,2019,Automatic,5000,Diesel,32990,145
5102, A7,2019,Automatic,5000,Diesel,39990,145
5103, A1,2020,Semi-Auto,6000,Petrol,26011,145
5104, Q3,2018,Semi-Auto,10000,Petrol,25050,145
5105, Q5,2017,Semi-Auto,13890,Petrol,29990,145
5106, A3,2017,Semi-Auto,24751,Petrol,18990,125
5107, Q3,2018,Semi-Auto,10981,Petrol,24990,145
5108, Q3,2019,Semi-Auto,4536,Petrol,34750,145
5109, A6,2016,Automatic,47750,Diesel,24990,160
5110, A1,2016,Semi-Auto,36668,Petrol,14490,30
5111, Q5,2015,Automatic,48164,Diesel,26990,235
5112, A1,2018,Semi-Auto,28660,Petrol,18990,145
5113, A3,2019,Semi-Auto,9499,Petrol,23990,145
5114, A5,2017,Automatic,36310,Petrol,24990,145
5115, A3,2015,Semi-Auto,27151,Petrol,22490,200
5116, A3,2019,Automatic,5000,Diesel,22990,145
5117, A4,2019,Automatic,1293,Diesel,24490,145
5118, A4,2019,Automatic,100,Diesel,27490,145
5119, Q3,2019,Semi-Auto,2790,Diesel,35490,145
5120, Q5,2019,Semi-Auto,2910,Petrol,38990,145
5121, Q2,2019,Semi-Auto,3302,Petrol,23990,145
5122, Q2,2018,Semi-Auto,13264,Petrol,20990,145
5123, RS5,2019,Automatic,4474,Petrol,54990,145
5124, Q3,2019,Semi-Auto,1335,Petrol,38990,145
5125, A1,2017,Manual,6950,Petrol,15490,145
5126, TT,2019,Automatic,3000,Petrol,39990,145
5127, Q2,2019,Manual,2500,Petrol,24490,145
5128, A1,2019,Manual,2000,Petrol,18990,145
5129, A3,2019,Manual,2392,Diesel,22061,145
5130, Q7,2019,Automatic,3988,Diesel,59990,145
5131, Q7,2019,Automatic,3139,Diesel,47990,145
5132, Q5,2018,Semi-Auto,25889,Petrol,39995,145
5133, Q2,2020,Semi-Auto,6000,Petrol,26089,145
5134, Q5,2020,Semi-Auto,6000,Diesel,44990,145
5135, Q2,2020,Manual,6000,Petrol,24825,145
5136, Q3,2019,Automatic,4500,Petrol,31990,145
5137, Q2,2019,Manual,3500,Petrol,25490,145
5138, Q3,2019,Automatic,9750,Petrol,37490,145
5139, A1,2019,Semi-Auto,6000,Petrol,22059,145
5140, A3,2016,Manual,20851,Petrol,15990,30
5141, Q7,2020,Semi-Auto,5000,Diesel,89990,145
5142, A3,2019,Automatic,2778,Petrol,23990,145
5143, A3,2019,Automatic,6000,Diesel,23990,145
5144, Q2,2019,Manual,6000,Diesel,25990,145
5145, A5,2019,Automatic,500,Diesel,32990,145
5146, A6,2019,Semi-Auto,8011,Diesel,31990,145
5147, Q3,2019,Automatic,2473,Petrol,29990,145
5148, Q5,2020,Semi-Auto,5000,Hybrid,48990,135
5149, Q3,2017,Manual,25807,Petrol,20490,145
5150, A4,2017,Semi-Auto,4274,Petrol,31990,145
5151, Q2,2019,Manual,2044,Diesel,22490,145
5152, A3,2019,Manual,6000,Petrol,22967,145
5153, Q7,2019,Semi-Auto,6000,Diesel,45990,145
5154, A4,2019,Automatic,10654,Petrol,25990,145
5155, Q3,2019,Manual,6000,Petrol,24990,145
5156, Q7,2019,Automatic,100,Diesel,45990,145
5157, RS6,2017,Automatic,18881,Petrol,61490,145
5158, Q2,2019,Automatic,2000,Petrol,25690,145
5159, A3,2019,Manual,3000,Petrol,22490,145
5160, RS3,2019,Semi-Auto,3584,Petrol,47990,145
5161, A1,2016,Manual,15982,Petrol,11990,0
5162, Q2,2017,Semi-Auto,31690,Petrol,20990,125
5163, A3,2017,Manual,18092,Petrol,17990,145
5164, Q5,2018,Semi-Auto,13667,Petrol,33990,145
5165, Q2,2020,Semi-Auto,6000,Petrol,26139,145
5166, A4,2017,Manual,42171,Petrol,15767,145
5167, A3,2018,Semi-Auto,17800,Diesel,21990,145
5168, Q2,2019,Manual,6000,Petrol,25490,145
5169, Q3,2019,Automatic,500,Petrol,40990,145
5170, A1,2019,Manual,6000,Petrol,20595,145
5171, Q2,2019,Manual,822,Petrol,23490,145
5172, Q3,2019,Manual,6000,Petrol,32082,145
5173, A1,2017,Manual,29040,Petrol,12690,30
5174, A1,2016,Manual,39715,Petrol,10790,0
5175, Q3,2019,Automatic,3000,Petrol,38990,145
5176, Q2,2019,Manual,3561,Petrol,24479,145
5177, Q3,2019,Manual,4500,Diesel,26990,145
5178, TT,2019,Automatic,5000,Petrol,27990,145
5179, TT,2019,Manual,2500,Petrol,26990,145
5180, Q3,2019,Manual,5000,Petrol,27990,145
5181, A6,2019,Automatic,11000,Diesel,28990,145
5182, A4,2014,Semi-Auto,28510,Diesel,13141,125
5183, Q3,2020,Semi-Auto,700,Petrol,30990,150
5184, Q2,2018,Manual,10500,Petrol,22990,150
5185, A3,2017,Semi-Auto,25874,Petrol,25990,150
5186, A1,2017,Manual,27317,Petrol,11990,150
5187, A1,2017,Manual,26994,Diesel,11990,0
5188, Q7,2016,Semi-Auto,35285,Diesel,32990,200
5189, A1,2016,Manual,32371,Petrol,13990,30
5190, A1,2018,Semi-Auto,4712,Petrol,17490,145
5191, A3,2017,Manual,26254,Petrol,16990,30
5192, A4,2017,Manual,35543,Petrol,13490,145
5193, A3,2017,Semi-Auto,37697,Diesel,16450,150
5194, A4,2017,Semi-Auto,44857,Petrol,25290,240
5195, Q3,2020,Semi-Auto,4000,Diesel,30450,145
5196, A1,2019,Semi-Auto,11310,Petrol,21490,150
5197, Q2,2019,Manual,7462,Petrol,22453,150
5198, Q3,2015,Manual,46600,Diesel,17990,165
5199, A1,2014,Manual,50500,Diesel,10990,20
5200, A3,2017,Semi-Auto,26590,Petrol,24490,165
5201, RS4,2018,Semi-Auto,22767,Petrol,49990,145
5202, A6,2020,Semi-Auto,6000,Petrol,48990,150
5203, Q5,2017,Semi-Auto,31018,Diesel,23490,200
5204, A6,2017,Manual,44738,Diesel,20990,145
5205, Q3,2019,Automatic,6681,Diesel,30990,145
5206, A1,2016,Manual,28894,Petrol,14795,30
5207, Q3,2018,Semi-Auto,15392,Petrol,24850,145
5208, A4,2018,Automatic,16953,Petrol,24490,145
5209, A4,2018,Semi-Auto,9555,Petrol,21450,145
5210, A4,2016,Semi-Auto,11000,Petrol,16900,30
5211, A3,2019,Semi-Auto,3345,Diesel,26290,145
5212, Q5,2019,Semi-Auto,2192,Diesel,33950,145
5213, A4,2018,Semi-Auto,17012,Petrol,18490,145
5214, Q7,2020,Semi-Auto,3000,Diesel,51995,145
5215, A6,2014,Semi-Auto,29074,Diesel,15000,145
5216, A3,2015,Manual,29565,Petrol,9995,125
5217, Q3,2019,Automatic,5454,Diesel,28990,145
5218, A3,2019,Semi-Auto,5874,Diesel,24990,145
5219, Q5,2018,Semi-Auto,12000,Petrol,33990,145
5220, TT,2016,Semi-Auto,16000,Petrol,39995,300
5221, A3,2018,Automatic,10500,Petrol,21990,145
5222, Q5,2015,Semi-Auto,48164,Diesel,26990,235
5223, A3,2019,Automatic,15116,Petrol,21490,145
5224, Q7,2017,Automatic,22489,Diesel,35495,145
5225, Q5,2017,Semi-Auto,49227,Diesel,22950,145
5226, A3,2019,Semi-Auto,12152,Petrol,21490,150
5227, A6,2019,Semi-Auto,5301,Diesel,34990,150
5228, A3,2019,Manual,4533,Petrol,22290,150
