number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,875,great,5,5145,east_elmwood,5145
1,1,330,good,3,1798,west_welmwood,1798
0,1,530,good,0,1961,west_welmwood,1961
0,1,364,great,8,2215,east_elmwood,2215
1,1,359,poor,42,1481,northwest,1415.836
2,1,564,great,2,3645,east_elmwood,3645
0,1,122,great,13,1897,east_elmwood,1897
1,1,590,good,0,2125,west_welmwood,2125
0,1,224,poor,42,1246,northwest,1191.176
1,1,515,good,12,1869,west_welmwood,1869
3,2,852,poor,20,4488,northwest,4488
0,1,515,poor,57,1374,northwest,1272.324
0,1,394,poor,45,1335,northwest,1268.25
2,1,881,good,6,3375,west_welmwood,3375
0,1,221,poor,56,1022,northwest,948.416
0,1,462,great,5,2299,east_elmwood,2299
0,1,406,poor,24,1535,northwest,1522.72
1,1,595,great,4,2540,east_elmwood,2540
1,1,474,good,11,1855,west_welmwood,1855
3,2,1249,good,14,4931,west_welmwood,4931
3,2,1223,good,10,5008,west_welmwood,5008
3,2,834,good,0,4704,west_welmwood,4704
0,1,288,poor,38,1288,northwest,1241.632
3,2,1035,poor,44,4451,northwest,4237.352
2,1,567,good,2,3183,west_welmwood,3183
2,1,884,good,4,3430,west_welmwood,3430
2,1,888,great,4,3900,east_elmwood,3900
0,1,227,great,9,2064,east_elmwood,2064
0,1,204,poor,39,1223,northwest,1176.526
3,2,897,good,13,4660,west_welmwood,4660
1,1,586,good,5,2056,west_welmwood,2056
0,1,532,great,10,2315,east_elmwood,2315
1,1,377,good,5,1839,west_welmwood,1839
0,1,534,great,5,2429,east_elmwood,2429
3,2,1201,poor,32,4767,northwest,4652.592
0,1,163,poor,51,1003,northwest,940.814
2,1,844,great,4,3905,east_elmwood,3905
3,2,1024,poor,37,4487,northwest,4334.442
0,1,196,poor,46,1142,northwest,1082.616
2,1,661,poor,54,2732,northwest,2546.224
0,1,317,good,10,1616,west_welmwood,1616
0,1,162,great,13,1930,east_elmwood,1930
1,1,721,great,10,2596,east_elmwood,2596
1,1,472,great,10,2340,east_elmwood,2340
2,1,650,poor,62,2617,northwest,2397.172
2,1,535,good,9,3017,west_welmwood,3017
1,1,311,good,8,1764,west_welmwood,1764
0,1,371,good,7,1720,west_welmwood,1720
1,1,524,good,11,1907,west_welmwood,1907
2,1,580,good,5,3176,west_welmwood,3176
1,1,681,poor,61,1583,northwest,1453.194
2,1,943,good,14,3374,west_welmwood,3374
1,1,309,poor,53,1290,northwest,1204.86
3,2,1233,good,9,4960,west_welmwood,4960
0,1,198,poor,49,1133,northwest,1067.286
2,1,897,great,9,3919,east_elmwood,3919
3,2,1129,poor,15,4828,northwest,4828
3,2,1014,great,11,5263,east_elmwood,5263
3,2,1119,good,9,4864,west_welmwood,4864
3,2,962,poor,59,4199,northwest,3871.478
1,1,317,poor,17,1655,northwest,1655
0,1,165,poor,55,1010,northwest,939.3
1,1,738,great,7,2648,east_elmwood,2648
3,2,977,great,9,5281,east_elmwood,5281
1,1,722,great,7,2686,east_elmwood,2686
2,1,706,good,7,3187,west_welmwood,3187
1,1,424,good,9,1811,west_welmwood,1811
1,1,669,great,6,2594,east_elmwood,2594
1,1,327,great,9,2252,east_elmwood,2252
1,1,435,good,3,1915,west_welmwood,1915
2,1,706,poor,31,2990,northwest,2924.22
3,2,1200,good,10,4920,west_welmwood,4920
2,1,622,great,0,3703,east_elmwood,3703
1,1,338,poor,42,1463,northwest,1398.628
2,1,724,poor,60,2725,northwest,2507
0,1,255,good,14,1526,west_welmwood,1526
1,1,501,poor,33,1718,northwest,1673.332
2,1,643,great,7,3703,east_elmwood,3703
3,2,1054,poor,19,4696,northwest,4696
2,1,817,good,8,3296,west_welmwood,3296
1,1,301,poor,36,1402,northwest,1357.136
0,1,261,good,13,1577,west_welmwood,1577
2,1,925,good,12,3447,west_welmwood,3447
3,2,939,poor,52,4310,northwest,4034.16
3,2,1203,poor,22,4848,northwest,4828.608
0,1,439,great,12,2214,east_elmwood,2214
1,1,344,poor,28,1603,northwest,1577.352
1,1,404,poor,28,1602,northwest,1576.368
2,1,723,good,6,3240,west_welmwood,3240
1,1,494,great,1,2526,east_elmwood,2526
2,1,870,great,10,3907,east_elmwood,3907
1,1,562,good,1,2024,west_welmwood,2024
1,1,335,poor,46,1347,northwest,1276.956
3,2,897,good,10,4618,west_welmwood,4618
2,1,512,good,4,3089,west_welmwood,3089
1,1,743,good,13,2128,west_welmwood,2128
3,2,1197,good,8,4984,west_welmwood,4984
3,2,1221,great,4,5521,east_elmwood,5521
0,1,327,great,9,2158,east_elmwood,2158
0,1,199,good,8,1479,west_welmwood,1479
3,2,942,good,13,4663,west_welmwood,4663
2,1,616,good,4,3150,west_welmwood,3150
0,1,380,good,14,1598,west_welmwood,1598
2,1,707,good,12,3225,west_welmwood,3225
0,1,498,poor,57,1355,northwest,1254.73
2,1,566,poor,37,2755,northwest,2661.33
3,2,1173,good,12,4855,west_welmwood,4855
0,1,312,poor,28,1385,northwest,1362.84
0,1,433,great,7,2220,east_elmwood,2220
3,2,1243,good,0,5140,west_welmwood,5140
2,1,946,good,12,3467,west_welmwood,3467
2,1,666,good,1,3245,west_welmwood,3245
2,1,689,poor,44,2879,northwest,2740.808
2,1,549,good,11,2999,west_welmwood,2999
0,1,514,poor,47,1399,northwest,1323.454
3,2,932,poor,47,4356,northwest,4120.776
0,1,325,poor,45,1268,northwest,1204.6
3,2,1245,poor,30,4820,northwest,4723.6
3,2,817,poor,37,4341,northwest,4193.406
0,1,347,poor,27,1441,northwest,1420.826
2,1,701,great,0,3846,east_elmwood,3846
1,1,534,good,8,2001,west_welmwood,2001
0,1,543,great,7,2385,east_elmwood,2385
2,1,893,poor,59,2858,northwest,2635.076
1,1,402,good,12,1809,west_welmwood,1809
3,2,1110,great,2,5441,east_elmwood,5441
0,1,295,poor,17,1566,northwest,1566
0,1,277,good,9,1603,west_welmwood,1603
1,1,552,great,4,2499,east_elmwood,2499
0,1,110,great,0,2000,east_elmwood,2000
1,1,347,poor,20,1624,northwest,1624
3,2,1182,great,6,5497,east_elmwood,5497
0,1,297,good,3,1657,west_welmwood,1657
2,1,619,good,10,3152,west_welmwood,3152
2,1,596,good,12,3080,west_welmwood,3080
0,1,303,poor,35,1308,northwest,1268.76
0,1,316,good,8,1681,west_welmwood,1681
1,1,482,good,5,1888,west_welmwood,1888
2,1,846,poor,16,3277,northwest,3277
3,2,831,good,14,4539,west_welmwood,4539
0,1,251,great,10,2056,east_elmwood,2056
3,2,1154,poor,53,4515,northwest,4217.01
2,1,564,good,7,3141,west_welmwood,3141
3,2,1171,good,10,4928,west_welmwood,4928
0,1,232,poor,27,1367,northwest,1347.862
2,1,737,poor,56,2739,northwest,2541.792
2,1,511,poor,47,2682,northwest,2537.172
1,1,337,good,0,1855,west_welmwood,1855
1,1,355,poor,22,1619,northwest,1612.524
0,1,290,poor,48,1257,northwest,1186.608
3,2,977,good,1,4809,west_welmwood,4809
2,1,568,great,13,3566,east_elmwood,3566
2,1,633,poor,57,2693,northwest,2493.718
0,1,341,poor,39,1382,northwest,1329.484
2,1,818,good,4,3394,west_welmwood,3394
0,1,191,good,0,1578,west_welmwood,1578
1,1,649,poor,27,1829,northwest,1803.394
0,1,237,good,2,1613,west_welmwood,1613
3,2,1028,good,8,4790,west_welmwood,4790
1,1,459,good,12,1827,west_welmwood,1827
2,1,786,good,0,3413,west_welmwood,3413
0,1,454,poor,63,1200,northwest,1096.8
1,1,539,poor,55,1464,northwest,1361.52
0,1,220,poor,42,1247,northwest,1192.132
1,1,747,poor,49,1803,northwest,1698.426
2,1,542,poor,24,2878,northwest,2854.976
3,2,913,good,11,4640,west_welmwood,4640
2,1,949,good,0,3548,west_welmwood,3548
0,1,212,poor,57,1028,northwest,951.928
2,1,793,good,3,3378,west_welmwood,3378
0,1,382,poor,29,1477,northwest,1450.414
0,1,515,poor,52,1424,northwest,1332.864
3,2,966,great,6,5240,east_elmwood,5240
3,2,1034,poor,36,4514,northwest,4369.552
3,2,1192,good,0,5042,west_welmwood,5042
2,1,787,great,3,3843,east_elmwood,3843
1,1,326,great,3,2268,east_elmwood,2268
2,1,760,good,2,3291,west_welmwood,3291
3,2,996,great,7,5321,east_elmwood,5321
0,1,148,poor,58,953,northwest,880.572
1,1,662,good,5,2125,west_welmwood,2125
3,2,1038,poor,62,4311,northwest,3948.876
1,1,690,great,5,2667,east_elmwood,2667
3,2,1029,good,14,4699,west_welmwood,4699
2,1,847,poor,46,2988,northwest,2832.624
3,2,922,good,12,4642,west_welmwood,4642
2,1,606,good,2,3183,west_welmwood,3183
1,1,385,poor,36,1543,northwest,1493.624
1,1,546,good,6,1938,west_welmwood,1938
0,1,472,poor,26,1578,northwest,1559.064
1,1,419,good,1,1911,west_welmwood,1911
2,1,550,poor,37,2793,northwest,2698.038
1,1,617,good,0,2077,west_welmwood,2077
1,1,495,good,6,1920,west_welmwood,1920
2,1,686,good,8,3186,west_welmwood,3186
2,1,930,good,6,3484,west_welmwood,3484
1,1,420,good,1,1933,west_welmwood,1933
1,1,494,poor,24,1755,northwest,1740.96
3,2,1012,good,2,4807,west_welmwood,4807
3,2,835,poor,43,4232,northwest,4037.328
2,1,539,great,2,3594,east_elmwood,3594
0,1,153,great,13,1937,east_elmwood,1937
2,1,776,great,14,3734,east_elmwood,3734
1,1,563,good,13,1975,west_welmwood,1975
3,2,1144,poor,51,4445,northwest,4169.41
1,1,549,great,8,2478,east_elmwood,2478
3,2,1015,good,9,4782,west_welmwood,4782
1,1,446,poor,50,1465,northwest,1377.1
0,1,531,great,0,2408,east_elmwood,2408
2,1,538,poor,64,2513,northwest,2291.856
0,1,279,good,14,1542,west_welmwood,1542
2,1,860,great,2,3923,east_elmwood,3923
3,2,1153,poor,31,4693,northwest,4589.754
0,1,288,poor,36,1323,northwest,1280.664
0,1,366,great,11,2190,east_elmwood,2190
2,1,539,good,9,3029,west_welmwood,3029
1,1,482,poor,61,1327,northwest,1218.186
0,1,148,good,13,1458,west_welmwood,1458
0,1,433,good,12,1703,west_welmwood,1703
0,1,147,good,8,1472,west_welmwood,1472
3,2,825,poor,30,4326,northwest,4239.48
3,2,824,good,3,4621,west_welmwood,4621
1,1,418,great,6,2321,east_elmwood,2321
0,1,512,poor,55,1385,northwest,1288.05
0,1,456,poor,42,1470,northwest,1405.32
1,1,582,good,8,2050,west_welmwood,2050
0,1,107,good,10,1438,west_welmwood,1438
1,1,628,great,3,2559,east_elmwood,2559
2,1,827,poor,41,3053,northwest,2924.774
0,1,267,poor,30,1378,northwest,1350.44
0,1,363,good,0,1750,west_welmwood,1750
2,1,801,great,10,3776,east_elmwood,3776
1,1,444,good,11,1817,west_welmwood,1817
0,1,273,poor,29,1379,northwest,1354.178
3,2,1012,great,9,5268,east_elmwood,5268
2,1,837,good,10,3374,west_welmwood,3374
0,1,329,good,12,1585,west_welmwood,1585
3,2,1119,good,6,4899,west_welmwood,4899
2,1,611,good,14,3048,west_welmwood,3048
2,1,541,good,9,3014,west_welmwood,3014
3,2,848,good,9,4594,west_welmwood,4594
2,1,730,good,12,3164,west_welmwood,3164
2,1,602,poor,49,2747,northwest,2587.674
3,2,1164,poor,43,4604,northwest,4392.216
1,1,632,good,13,2018,west_welmwood,2018
2,1,797,good,9,3260,west_welmwood,3260
1,1,377,great,2,2333,east_elmwood,2333
2,1,780,great,4,3828,east_elmwood,3828
3,2,1004,great,13,5216,east_elmwood,5216
2,1,769,poor,22,3101,northwest,3088.596
1,1,733,good,0,2230,west_welmwood,2230
1,1,309,poor,62,1209,northwest,1107.444
3,2,1178,good,11,4967,west_welmwood,4967
1,1,464,poor,20,1768,northwest,1768
2,1,835,good,12,3349,west_welmwood,3349
3,2,1046,great,7,5363,east_elmwood,5363
1,1,480,good,3,1923,west_welmwood,1923
0,1,397,great,11,2173,east_elmwood,2173
3,2,966,good,6,4768,west_welmwood,4768
1,1,414,poor,37,1531,northwest,1478.946
3,2,848,great,0,5242,east_elmwood,5242
1,1,610,poor,38,1760,northwest,1696.64
1,1,542,great,7,2480,east_elmwood,2480
0,1,299,good,3,1669,west_welmwood,1669
1,1,347,poor,53,1311,northwest,1224.474
2,1,608,good,9,3107,west_welmwood,3107
0,1,259,good,11,1594,west_welmwood,1594
0,1,498,poor,39,1517,northwest,1459.354
0,1,470,great,11,2308,east_elmwood,2308
3,2,871,great,0,5265,east_elmwood,5265
0,1,485,poor,48,1416,northwest,1336.704
2,1,516,great,7,3546,east_elmwood,3546
2,1,697,great,1,3787,east_elmwood,3787
1,1,370,poor,58,1319,northwest,1218.756
0,1,406,good,10,1685,west_welmwood,1685
2,1,737,great,0,3878,east_elmwood,3878
2,1,610,poor,18,3020,northwest,3020
0,1,392,poor,26,1557,northwest,1538.316
0,1,429,good,3,1801,west_welmwood,1801
1,1,368,poor,29,1626,northwest,1596.732
3,2,1111,good,7,4918,west_welmwood,4918
2,1,612,great,10,3598,east_elmwood,3598
2,1,860,good,6,3387,west_welmwood,3387
2,1,939,good,3,3519,west_welmwood,3519
1,1,676,poor,34,1848,northwest,1796.256
1,1,513,good,8,1915,west_welmwood,1915
3,2,945,good,7,4725,west_welmwood,4725
1,1,400,poor,22,1636,northwest,1629.456
1,1,704,great,2,2723,east_elmwood,2723
1,1,721,poor,29,1931,northwest,1896.242
2,1,554,good,12,3073,west_welmwood,3073
0,1,439,good,3,1790,west_welmwood,1790
0,1,523,good,3,1902,west_welmwood,1902
1,1,477,good,3,1996,west_welmwood,1996
1,1,698,good,4,2133,west_welmwood,2133
0,1,463,poor,27,1582,northwest,1559.852
1,1,321,poor,50,1307,northwest,1228.58
0,1,170,good,5,1563,west_welmwood,1563
3,2,1179,poor,44,4609,northwest,4387.768
3,2,1117,good,8,4919,west_welmwood,4919
1,1,672,good,11,2088,west_welmwood,2088
2,1,937,good,6,3506,west_welmwood,3506
2,1,545,poor,61,2489,northwest,2284.902
2,1,532,great,9,3565,east_elmwood,3565
0,1,528,good,6,1860,west_welmwood,1860
2,1,813,great,3,3857,east_elmwood,3857
2,1,821,poor,27,3118,northwest,3074.348
3,2,1061,poor,44,4442,northwest,4228.784
1,1,678,good,2,2125,west_welmwood,2125
1,1,452,poor,18,1771,northwest,1771
0,1,150,good,4,1490,west_welmwood,1490
1,1,742,poor,52,1673,northwest,1565.928
1,1,408,poor,17,1779,northwest,1779
2,1,949,poor,56,2983,northwest,2768.224
3,2,1229,great,3,5583,east_elmwood,5583
0,1,287,great,14,2093,east_elmwood,2093
0,1,169,great,9,1932,east_elmwood,1932
2,1,623,good,12,3083,west_welmwood,3083
3,2,1148,good,2,4931,west_welmwood,4931
1,1,484,good,1,1999,west_welmwood,1999
0,1,111,good,5,1510,west_welmwood,1510
2,1,855,good,1,3433,west_welmwood,3433
0,1,427,great,2,2312,east_elmwood,2312
1,1,504,great,9,2416,east_elmwood,2416
2,1,704,good,14,3142,west_welmwood,3142
1,1,504,great,14,2346,east_elmwood,2346
3,2,1127,good,10,4896,west_welmwood,4896
1,1,501,good,6,1924,west_welmwood,1924
2,1,923,poor,31,3199,northwest,3128.622
3,2,894,good,2,4699,west_welmwood,4699
2,1,778,good,6,3336,west_welmwood,3336
1,1,698,good,7,2155,west_welmwood,2155
1,1,376,great,4,2339,east_elmwood,2339
3,2,1188,good,6,4992,west_welmwood,4992
2,1,905,poor,16,3349,northwest,3349
0,1,549,poor,47,1481,northwest,1401.026
2,1,558,good,3,3115,west_welmwood,3115
1,1,418,good,3,1880,west_welmwood,1880
3,2,961,poor,43,4349,northwest,4148.946
3,2,1112,good,5,4913,west_welmwood,4913
0,1,467,good,2,1879,west_welmwood,1879
3,2,1111,good,0,4999,west_welmwood,4999
1,1,590,good,10,1975,west_welmwood,1975
0,1,518,poor,62,1315,northwest,1204.54
1,1,416,great,5,2341,east_elmwood,2341
3,2,1051,poor,51,4382,northwest,4110.316
2,1,934,good,10,3440,west_welmwood,3440
0,1,209,good,3,1628,west_welmwood,1628
2,1,618,great,12,3642,east_elmwood,3642
1,1,648,great,10,2563,east_elmwood,2563
1,1,338,good,10,1725,west_welmwood,1725
3,2,1073,poor,21,4716,northwest,4706.568
2,1,511,good,14,2926,west_welmwood,2926
2,1,701,good,13,3156,west_welmwood,3156
1,1,419,good,14,1753,west_welmwood,1753
2,1,806,good,2,3364,west_welmwood,3364
2,1,667,good,3,3278,west_welmwood,3278
0,1,428,poor,30,1539,northwest,1508.22
0,1,270,good,3,1664,west_welmwood,1664
1,1,465,poor,19,1822,northwest,1822
2,1,724,great,3,3806,east_elmwood,3806
3,2,1105,poor,55,4384,northwest,4077.12
2,1,911,great,1,4037,east_elmwood,4037
0,1,495,poor,33,1574,northwest,1533.076
2,1,818,great,1,3883,east_elmwood,3883
0,1,524,good,4,1902,west_welmwood,1902
3,2,1011,poor,64,4268,northwest,3892.416
1,1,439,poor,26,1644,northwest,1624.272
1,1,326,poor,49,1311,northwest,1234.962
2,1,584,good,5,3141,west_welmwood,3141
0,1,278,great,1,2140,east_elmwood,2140
2,1,929,good,8,3455,west_welmwood,3455
3,2,903,good,6,4700,west_welmwood,4700
0,1,307,good,4,1658,west_welmwood,1658
3,2,945,good,1,4779,west_welmwood,4779
3,2,871,great,12,5094,east_elmwood,5094
2,1,742,good,8,3288,west_welmwood,3288
0,1,400,good,7,1734,west_welmwood,1734
3,2,1158,great,7,5408,east_elmwood,5408
3,2,862,poor,28,4473,northwest,4401.432
1,1,513,poor,52,1540,northwest,1441.44
0,1,248,good,9,1524,west_welmwood,1524
3,2,1052,great,9,5345,east_elmwood,5345
0,1,246,poor,60,1003,northwest,922.76
3,2,1190,poor,55,4468,northwest,4155.24
1,1,586,poor,61,1515,northwest,1390.77
3,2,1219,great,7,5472,east_elmwood,5472
1,1,371,great,13,2192,east_elmwood,2192
1,1,729,good,14,2120,west_welmwood,2120
3,2,986,poor,40,4388,northwest,4212.48
3,2,1026,good,0,4893,west_welmwood,4893
2,1,640,good,12,3120,west_welmwood,3120
2,1,841,poor,26,3139,northwest,3101.332
3,2,897,poor,35,4427,northwest,4294.19
0,1,446,good,6,1823,west_welmwood,1823
2,1,883,poor,22,3278,northwest,3264.888
3,2,801,good,14,4468,west_welmwood,4468
1,1,693,good,13,2108,west_welmwood,2108
0,1,221,poor,40,1250,northwest,1200
3,2,1116,poor,36,4593,northwest,4446.024
3,2,1164,good,7,4922,west_welmwood,4922
3,2,941,good,10,4643,west_welmwood,4643
2,1,685,good,5,3272,west_welmwood,3272
0,1,205,great,8,2064,east_elmwood,2064
0,1,519,good,10,1781,west_welmwood,1781
3,2,1064,good,13,4750,west_welmwood,4750
0,1,486,poor,63,1273,northwest,1163.522
3,2,1235,great,3,5545,east_elmwood,5545
0,1,297,good,7,1648,west_welmwood,1648
0,1,121,good,13,1402,west_welmwood,1402
0,1,140,good,11,1385,west_welmwood,1385
1,1,540,good,8,1974,west_welmwood,1974
1,1,407,good,6,1848,west_welmwood,1848
2,1,557,good,2,3185,west_welmwood,3185
3,2,1002,poor,60,4225,northwest,3887
1,1,505,good,11,1885,west_welmwood,1885
2,1,861,great,12,3801,east_elmwood,3801
1,1,718,good,14,2072,west_welmwood,2072
0,1,366,great,6,2209,east_elmwood,2209
2,1,696,great,10,3728,east_elmwood,3728
3,2,1123,good,9,4870,west_welmwood,4870
2,1,713,great,11,3667,east_elmwood,3667
2,1,884,poor,23,3232,northwest,3212.608
0,1,505,great,9,2293,east_elmwood,2293
2,1,659,poor,55,2716,northwest,2525.88
0,1,369,great,10,2212,east_elmwood,2212
3,2,1220,poor,45,4615,northwest,4384.25
2,1,522,great,1,3574,east_elmwood,3574
2,1,671,poor,32,2946,northwest,2875.296
2,1,762,good,5,3346,west_welmwood,3346
0,1,192,poor,53,1111,northwest,1037.674
1,1,553,poor,24,1803,northwest,1788.576
1,1,618,great,12,2480,east_elmwood,2480
1,1,394,poor,35,1534,northwest,1487.98
3,2,828,poor,48,4230,northwest,3993.12
1,1,705,poor,36,1873,northwest,1813.064
3,2,987,poor,52,4355,northwest,4076.28
3,2,854,great,10,5072,east_elmwood,5072
2,1,930,poor,62,2932,northwest,2685.712
0,1,283,good,7,1595,west_welmwood,1595
0,1,241,good,5,1567,west_welmwood,1567
0,1,315,good,1,1752,west_welmwood,1752
2,1,687,poor,45,2880,northwest,2736
3,2,1120,good,13,4833,west_welmwood,4833
1,1,698,great,4,2654,east_elmwood,2654
3,2,1243,poor,60,4474,northwest,4116.08
0,1,180,great,12,1963,east_elmwood,1963
3,2,1030,great,7,5314,east_elmwood,5314
2,1,791,poor,39,3002,northwest,2887.924
1,1,361,poor,16,1714,northwest,1714
0,1,529,poor,23,1684,northwest,1673.896
3,2,1091,poor,50,4429,northwest,4163.26
2,1,888,good,14,3347,west_welmwood,3347
1,1,479,great,10,2417,east_elmwood,2417
0,1,122,great,5,1934,east_elmwood,1934
2,1,929,good,5,3497,west_welmwood,3497
0,1,439,good,7,1755,west_welmwood,1755
3,2,1185,good,5,4999,west_welmwood,4999
3,2,837,poor,37,4283,northwest,4137.378
3,2,897,good,8,4674,west_welmwood,4674
1,1,354,good,10,1776,west_welmwood,1776
3,2,1205,poor,16,4914,northwest,4914
3,2,1063,good,9,4835,west_welmwood,4835
3,2,966,poor,20,4632,northwest,4632
3,2,1192,great,6,5480,east_elmwood,5480
1,1,693,poor,42,1807,northwest,1727.492
0,1,214,poor,34,1305,northwest,1268.46
3,2,1075,great,10,5320,east_elmwood,5320
1,1,616,great,13,2456,east_elmwood,2456
3,2,805,good,6,4632,west_welmwood,4632
1,1,534,good,14,1936,west_welmwood,1936
0,1,408,good,7,1705,west_welmwood,1705
2,1,803,good,2,3354,west_welmwood,3354
1,1,410,great,1,2365,east_elmwood,2365
0,1,378,poor,21,1536,northwest,1532.928
2,1,882,great,7,3892,east_elmwood,3892
1,1,647,good,12,2041,west_welmwood,2041
1,1,560,good,9,1930,west_welmwood,1930
0,1,507,poor,30,1630,northwest,1597.4
3,2,1129,poor,63,4354,northwest,3979.556
0,1,115,good,9,1427,west_welmwood,1427
1,1,318,poor,25,1518,northwest,1502.82
1,1,315,poor,50,1302,northwest,1223.88
2,1,748,poor,15,3188,northwest,3188
2,1,685,poor,33,2938,northwest,2861.612
0,1,154,poor,37,1180,northwest,1139.88
0,1,515,good,10,1786,west_welmwood,1786
1,1,355,good,6,1825,west_welmwood,1825
3,2,1217,poor,19,4867,northwest,4867
0,1,430,great,7,2292,east_elmwood,2292
3,2,1227,good,9,4974,west_welmwood,4974
3,2,1186,poor,63,4418,northwest,4038.052
1,1,729,poor,41,1861,northwest,1782.838
2,1,549,good,9,3018,west_welmwood,3018
1,1,644,great,4,2611,east_elmwood,2611
3,2,976,great,1,5331,east_elmwood,5331
2,1,566,good,10,3052,west_welmwood,3052
0,1,113,poor,26,1238,northwest,1223.144
0,1,402,great,7,2248,east_elmwood,2248
3,2,1243,good,2,5070,west_welmwood,5070
2,1,893,great,5,3923,east_elmwood,3923
0,1,104,poor,49,1025,northwest,965.55
2,1,764,great,9,3784,east_elmwood,3784
2,1,570,poor,64,2544,northwest,2320.128
0,1,269,good,9,1546,west_welmwood,1546
1,1,500,poor,17,1865,northwest,1865
2,1,699,great,10,3685,east_elmwood,3685
1,1,492,poor,19,1759,northwest,1759
1,1,494,poor,49,1480,northwest,1394.16
