unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
528,Air China,1,"""has to be the worst airline""",13th January 2020,True,"Sydney to Beijing. This has to be the worst airline in the world! After herding us (pensioners) into a huddle at Sydney airport they left us like that for 6 hours and then tell us the plane is technical and go get a hotel and come back tomorrow (after 2 weeks they gave us AUD200 each). when we did they had cancelled us out of all our flights to Portugal and we had to get Flight Center to re-book us, they hadn't even booked us on the new flight. The staff couldn't give a monkeys about its pax and treated us like animals and were so arrogant. The queue even had a fight as people were so tense and the police were called.",Beoeing 777-300er,Couple Leisure,Economy Class,Sydney to Beijing,Dec-19,1,1,1,1,1,1,1,no
529,flydubai,2,"""cabin was 16 degrees Celsius""",4th June 2023,True,"The temperature in the passenger cabin was 16 degrees Celsius from the beginning. We were struggling to resist like in a fridge. After takeoff, I asked two stewards to do something. Many passengers search for extra clothes, hats, and hooded sweaters. After a while, the temperature increased to 18 degrees C, but after two hours of flight, my portable thermometer indicated 16 degrees Celsius again. I asked a steward again to do something; our kids were sneezing and coughing. Nothing happened this time. I asked for a hot tea, and I received it after 25 minutes. After 4 hours and 40 minutes, we arrived at our destination chilled and shivering from the cold. If you are asking about the rest: garbage food, anytime delays at takeoff, no priority boarding if you travel with children. I",Boeing 737,Family Leisure,Economy Class,Dubai to Bucharest,Jun-23,1,1,1,1,1,1,1,no
530,Luxair,7,"""flight was satisfactory""",8th December 2017,True,"Flew Luxembourg to Malaga. Overall, the flight was satisfactory but with some disappointing points throughout the flight. The lack of English announcements is unforgivable for a legacy carrier as LG. Pre-recorderded or real Spanish announecements should also be displayed for Málaga (as they are on flights to MAD and BCN) knowing that there is a small but strong Spanish community flying regularly on this route. The lack of miles earning in the “Basic” fare is also not understanble from the passanger point of view. The introduction of onboard Wi-Fi would be more than welcome. Therefore, the avaibility of the online check-in for this route has made the flight experience much more enjoyable and practical. Clean cabin, friendly cabin crew, modern plane and flight on time.",Boeing 737-800W,Solo Leisure,Economy Class,Luxembourg to Málaga,Oct-17,4,3,3,4,2,1,4,yes
531,Luxair,8,"""Very pleasant flight""",18th March 2018,True,"Very pleasant flight from Málaga to Luxembourg, but with the same “small mistakes” as viewed during previous Luxair flights on this route. No English announcements from the cabin crew, no pre-recorded Spanish announcements (as done on flights to MAD and BCN) and also, a bigger importance given to passengers travelling with the Flight+Hotel pack. No Luxair, not all passengers are using this route for holiday purposes. But appart from those small negative points, the biggest drawback will be (again) the lack of miles earning on the Miles & More program on the AGP-LUX route. Just, why? For the rest, as mentioned above, everything was very pleasant. Tasty breakfast, departure on time, friendly cabin crew, and a quite and modern plane.",Boeing 737-800(W),Solo Leisure,Economy Class,Málaga to Luxembourg,Mar-18,5,3,3,4,3,1,4,yes
532,Air New Zealand,2,"""I felt I was sacrificed""",16th September 2022,True,I checked in and secured my boarding pass. On boarding I was informed your seat has been changed for a better leg room only to discover that I was moved to sit with one of the dreaded gang members in their full regalia. Racial profiling at its best. I felt I was sacrificed.,ATR,Business,Economy Class,Christchurch to Dunedin,Sep-22,1,4,4,1,1,1,1,no
533,Shanghai Airlines,1,"""delayed for 16 hours""",5th February 2019,True,"Shanghai to Seoul. The first and last time riding Shanghai Airlines and  China Eastern Airlines. The check-in was chaotic because only 3 or 4 check in counters were opened. During the security checkpoint, the checking was way too slow for me, and I was waiting 3 hours. It was the final call for boarding- and I was bussed, and I rode the airplane, but it was delayed for 16 hours for no reason, staying in the airline and the flight attendant gave only me nothing. No offerings, no services, and no refunds.",Boeing 737-800,Family Leisure,Economy Class,Shanghai to Seoul,Dec-18,1,1,1,1,1,1,1,no
534,Air New Zealand,3,"""below standard of an international flight""",8th October 2022,False,The meals were well below standard of an international flight. Menu had two options for hot cakes and scrambled egg but by the time they reached the middle of the aircraft they only had the one option. They don’t provide you drinking water with the meal. The stewardesses are rude and unwelcoming. The inflight entertainment is limited. The seat is uncomfortable and doesn’t recline. There are no foot rests.,A320,Solo Leisure,Economy Class,Sydney to Wellington,Oct-22,3,1,2,1,5,4,1,no
535,Air New Zealand,1,"""interest in passengers non existent""",2nd November 2022,False,"Personal interest in passengers non existent. Gone from being best airline to the absolute worst. Not sure why we even book codee share through this airline. Would not honour vouchers into the Lounge, even though we had booked and paid through the Air NZ website and Premium Economy. Flight was code share with Singapore Airlines but even though it was all booked and paid to Air NZ - they didn't want to know.",Boeing 777-300R,Couple Leisure,Premium Economy,Auckland to Singapore,Nov-22,3,1,2,1,2,1,1,no
536,Singapore Airlines,7,"""comfy seat, good service""",13th April 2023,True,"Star Alliance lounge in Paris rather mediocre, crowded, upper level closed for no apparent reason. Flight uneventful, with comfy seat, good service, stable Wi-Fi and decent entertainment. Food quality and presentation rather poor.  Transit in SG uneventful with crowded lounge with average food offerings. The food on the short sector to BKK was so much better than the flight from Paris to Singapore.",Boeing 777-3oo /787-9,Solo Leisure,Business Class,Paris to Bangkok via Singapore,Apr-23,5,5,2,5,5,5,5,yes
537,Air New Zealand,1,"""not expecting this from Air NZ""",15th November 2022,True,"Going from Auckland I was on premium economy no complaints about that every thing was very good. On my return I was sitting in economy and I was hoping will be very good service specially when you fly long haul flight but everything is was opposite. Food very ordinary, after serving special food al most after 30 minutes later they come with drinks. We have received 2 meals so in my first meal I ate my food couldn't wait for drinks but in breakfast i though I wait for drinks then start my breakfast. By the time i have received the drinks including tea all my meals were cold. Secondly they are very slow in serving meals. The earphones are very cheap. Overall I was not expecting this from Air NZ. Hopefully they will read",Boeing 787-9,Business,Economy Class,Auckland to Singapore,Nov-22,3,1,1,4,3,1,2,no
538,Singapore Airlines,10,"""very friendly and attentive""",4th April 2023,True,"The crew members were very friendly and attentive. Especially when my friend felt uncomfortable and vomited, they provided considerate care, which I am very appreciated.",A380-800,Couple Leisure,Economy Class,Singapore to Frankfurt,Apr-23,5,5,5,5,4,4,5,yes
539,LOT Polish Airlines,1,"""tired of airlines not really caring""",27th January 2023,True,"On staff at counter for check in, no information on gate, no information on boarding, boarding late, no explanation, airlines seem to for get the hundreds of people time, is not there time, this flight had no reason to not board on time aircraft has been at gate for hours. Really tired of airlines not really caring.",Boeing 787,Solo Leisure,Economy Class,Chicago to Warsaw,Jan-23,1,1,1,1,1,1,3,no
540,LOT Polish Airlines,2,"""nobody wanted to reschedule our still valid tickets""",5th January 2023,False,"We flew several years with LOT. There was nothing special, a lot of small delays caused by the not optimal organisation at Warsaw Airport (for example only 1 stairs instead of 2, which results in longer boarding & deboarding). Problems started as we had 4 tickets for us and other family members in 2021, as LOT Polish Airlines cancelled the connection. We were promised by the call centre agent of LOT that we can use these tickets when LOT starts to fly this route again, instead of refund. LOT was very happy that we didn´t want our money back due to the financial situation in Covid times. As they started to fly again in August 2022 nobody wanted to reschedule our still valid tickets. Surprising was the attitude, how call agents treat customers: arrogantly and",ERJ170,Couple Leisure,Economy Class,Stuttgart to Warsaw,Aug-22,3,3,2,2,1,1,1,no
